Air Pollutant,Air Pollutant Description,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,Province,Quality
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,24.040,ug/m3,Industrial,Urban,-16.277,28.462,158.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,26.347,ug/m3,Background,Urban,-13.861,28.498,23.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,6.842,ug/m3,Industrial,Suburban,-0.784,39.427,400.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,13.437,ug/m3,Traffic,Urban,-3.676,42.351,929.000,Burgos,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,27.030,ug/m3,Industrial,Urban,-15.415,28.026,115.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,31.050,ug/m3,Traffic,Urban,-5.920,43.551,6.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.013,ug/m3,Background,Urban,-4.064,43.346,20.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,9.967,ug/m3,Industrial,Rural,-7.738,43.533,590.000,Lugo,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,17.981,ug/m3,Industrial,Rural,-2.059,42.340,380.000,La Rioja,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.219,ug/m3,Background,Suburban,-3.503,40.600,721.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,10.354,ug/m3,Background,Suburban,-0.147,38.571,44.000,Alicante/Alacant,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.585,ug/m3,Industrial,Suburban,-8.252,43.492,33.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,7.580,ug/m3,Industrial,Rural,-0.091,40.637,1150.000,Castellon/Castello,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,12.949,ug/m3,Industrial,Rural,-8.677,42.428,20.000,Pontevedra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.061,ug/m3,Industrial,Suburban,-17.776,28.668,245.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.762,ug/m3,Traffic,Urban,-3.378,40.479,589.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.245,ug/m3,Industrial,Suburban,-0.914,37.602,60.000,Murcia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.467,ug/m3,Industrial,Rural,-8.194,43.177,380.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,26.041,ug/m3,Traffic,Urban,-5.866,43.358,267.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.174,ug/m3,Industrial,Suburban,-8.472,43.187,340.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.741,ug/m3,Background,Suburban,-4.701,40.665,1150.000,Avila,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,24.006,ug/m3,Background,Suburban,-5.596,43.276,262.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.576,ug/m3,Traffic,Urban,-3.706,40.445,699.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,22.654,ug/m3,Background,Suburban,-16.400,28.337,275.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.832,ug/m3,Traffic,Urban,-5.646,43.538,19.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.756,ug/m3,Industrial,Suburban,-4.089,38.682,685.000,Ciudad Real,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,24.682,ug/m3,Background,Suburban,-3.833,40.119,548.000,Toledo,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,25.016,ug/m3,Industrial,Urban,-16.536,28.047,12.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.437,ug/m3,Industrial,Urban,-13.852,28.500,20.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,24.464,ug/m3,Background,Urban,2.204,41.404,3.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.530,ug/m3,Industrial,Suburban,-3.842,43.404,16.000,Cantabria,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,17.726,ug/m3,Background,Urban,-3.172,40.630,700.000,Guadalajara,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.829,ug/m3,Industrial,Urban,-2.917,42.684,471.000,Burgos,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.479,ug/m3,Industrial,Urban,-0.139,41.054,340.000,Teruel,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,10.420,ug/m3,Background,Rural,-0.291,40.947,570.000,Teruel,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,27.430,ug/m3,Traffic,Urban,-15.542,27.773,15.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,45.659,ug/m3,Industrial,Suburban,-5.927,43.579,6.000,Asturias,REGULAR
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.545,ug/m3,Background,Urban,-3.221,43.383,20.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,13.066,ug/m3,Background,Rural,3.028,39.841,25.000,Illes Balears,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,9.350,ug/m3,Background,Rural,-1.101,39.083,855.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.027,ug/m3,Background,Suburban,-15.488,27.898,460.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,13.436,ug/m3,Traffic,Urban,-4.730,41.646,700.000,Valladolid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,17.745,ug/m3,Background,Rural,3.016,39.748,7.000,Illes Balears,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.133,ug/m3,Background,Suburban,-15.521,28.111,226.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.158,ug/m3,Background,Urban,-3.790,43.468,30.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.529,ug/m3,Background,Urban,-4.064,43.356,20.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.151,ug/m3,Traffic,Urban,-4.741,41.630,683.000,Valladolid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,22.248,ug/m3,Industrial,Urban,-3.459,40.301,584.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,7.697,ug/m3,Industrial,Rural,-4.827,42.704,1050.000,Palencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.676,ug/m3,Traffic,Urban,-0.190,38.967,22.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.435,ug/m3,Industrial,Suburban,-5.624,42.803,945.000,Leon,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.431,ug/m3,Industrial,Urban,-3.801,40.282,674.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.173,ug/m3,Industrial,Rural,-8.496,43.093,270.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,27.309,ug/m3,Industrial,Suburban,-5.706,43.307,218.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,17.060,ug/m3,Industrial,Rural,-8.670,42.405,40.000,Pontevedra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.871,ug/m3,Industrial,Urban,-13.548,28.977,44.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,12.586,ug/m3,Background,Rural,-0.152,41.506,327.000,Zaragoza,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,32.294,ug/m3,Background,Suburban,-16.653,28.073,308.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,12.154,ug/m3,Background,Rural,-1.281,39.559,804.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.440,ug/m3,Background,Suburban,-3.749,40.420,645.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,25.979,ug/m3,Traffic,Suburban,-1.146,37.992,40.000,Murcia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.541,ug/m3,Industrial,Rural,-4.470,41.933,721.000,Palencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.801,ug/m3,Traffic,Urban,-8.243,43.481,5.000,A Coruna,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,9.979,ug/m3,Background,Rural,-0.359,39.782,200.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,34.906,ug/m3,Traffic,Urban,-5.699,43.539,19.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,25.009,ug/m3,Traffic,Urban,-5.673,43.530,29.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.305,ug/m3,Traffic,Suburban,-2.963,43.144,122.000,Araba/Alava,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,25.946,ug/m3,Industrial,Urban,-15.461,27.801,13.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.715,ug/m3,Traffic,Urban,-0.026,39.989,18.000,Castellon/Castello,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.061,ug/m3,Background,Rural,-16.571,28.383,371.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.348,ug/m3,Industrial,Urban,-17.765,28.686,52.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.091,ug/m3,Traffic,Urban,-0.418,39.509,25.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.987,ug/m3,Industrial,Urban,-3.841,43.421,10.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.600,ug/m3,Industrial,Urban,-8.747,42.203,26.000,Pontevedra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.176,ug/m3,Traffic,Suburban,-3.277,40.167,761.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.584,ug/m3,Industrial,Suburban,-0.926,37.574,10.000,Murcia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.783,ug/m3,Traffic,Suburban,-2.930,43.298,21.000,Bizkaia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.217,ug/m3,Industrial,Urban,-15.445,27.898,265.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,25.431,ug/m3,Industrial,Urban,-16.270,28.459,104.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,12.420,ug/m3,Background,Urban,-0.467,38.706,534.000,Alicante/Alacant,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.363,ug/m3,Background,Urban,-5.671,43.517,51.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.439,ug/m3,Traffic,Urban,-0.376,39.456,11.000,Valencia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,10.638,ug/m3,Background,Rural,-5.940,39.849,376.000,Caceres,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,13.957,ug/m3,Industrial,Rural,-9.119,43.009,198.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,28.387,ug/m3,Traffic,Urban,-8.742,42.219,53.000,Pontevedra,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.965,ug/m3,Traffic,Urban,-8.657,42.422,15.000,Pontevedra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,22.033,ug/m3,Traffic,Urban,-3.717,40.315,622.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,17.371,ug/m3,Background,Rural,4.324,39.876,78.000,Illes Balears,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.981,ug/m3,Industrial,Urban,-4.841,42.795,1120.000,Palencia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.706,ug/m3,Industrial,Urban,-16.272,28.457,119.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,22.996,ug/m3,Industrial,Suburban,-4.909,41.316,721.000,Valladolid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.943,ug/m3,Industrial,Suburban,-6.521,42.626,720.000,Leon,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,27.103,ug/m3,Traffic,Urban,-15.433,28.134,11.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,17.803,ug/m3,Background,Urban,-3.581,40.462,619.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,27.424,ug/m3,Traffic,Urban,-5.776,43.256,205.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,12.869,ug/m3,Background,Suburban,-6.395,38.429,551.000,Badajoz,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.997,ug/m3,Background,Suburban,2.422,41.530,8.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,22.429,ug/m3,Traffic,Urban,-4.043,43.367,18.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.843,ug/m3,Background,Suburban,-5.566,42.575,814.000,Leon,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,24.963,ug/m3,Traffic,Urban,-5.658,43.535,18.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.964,ug/m3,Industrial,Rural,-8.555,43.260,210.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.907,ug/m3,Traffic,Urban,-5.665,40.979,797.000,Salamanca,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,22.687,ug/m3,Background,Suburban,-8.559,42.876,220.000,A Coruna,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.618,ug/m3,Industrial,Rural,-7.452,42.726,620.000,Lugo,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.880,ug/m3,Background,Urban,-1.107,40.336,915.000,Teruel,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.360,ug/m3,Background,Urban,-3.636,42.336,929.000,Burgos,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.348,ug/m3,Background,Suburban,-3.478,40.450,581.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,10.801,ug/m3,Industrial,Rural,-0.178,41.053,395.000,Teruel,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.116,ug/m3,Industrial,Suburban,-0.514,38.351,20.000,Alicante/Alacant,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.761,ug/m3,Background,Urban,-3.687,40.398,609.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.428,ug/m3,Background,Urban,-2.428,42.464,385.000,La Rioja,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.148,ug/m3,Background,Urban,-3.651,40.388,677.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,26.884,ug/m3,Industrial,Urban,-13.854,28.503,15.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,13.194,ug/m3,Industrial,Rural,0.530,40.553,7.000,Tarragona,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.881,ug/m3,Background,Urban,-4.136,43.012,850.000,Cantabria,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.784,ug/m3,Background,Suburban,-0.683,38.242,44.000,Alicante/Alacant,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.405,ug/m3,Traffic,Urban,-3.774,40.665,905.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.949,ug/m3,Industrial,Urban,-16.263,28.458,68.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.139,ug/m3,Traffic,Urban,-4.111,40.956,952.000,Segovia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.411,ug/m3,Background,Suburban,-3.591,40.033,512.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.116,ug/m3,Background,Urban,2.148,41.426,136.000,Barcelona,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.472,ug/m3,Traffic,Urban,-2.268,43.180,110.000,Gipuzkoa,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.547,ug/m3,Background,Suburban,-3.877,40.324,650.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.443,ug/m3,Background,Urban,-15.430,28.108,85.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,12.510,ug/m3,Background,Rural,-6.923,38.473,377.000,Badajoz,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,19.171,ug/m3,Traffic,Urban,-3.690,40.440,676.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.933,ug/m3,Background,Rural,3.316,42.319,75.000,Girona,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.873,ug/m3,Industrial,Rural,0.547,40.578,20.000,Tarragona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.141,ug/m3,Background,Suburban,-3.543,40.360,610.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.264,ug/m3,Background,Urban,-6.360,39.473,389.000,Caceres,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.833,ug/m3,Industrial,Suburban,0.011,39.982,10.000,Castellon/Castello,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,10.438,ug/m3,Background,Rural,0.799,40.881,2.000,Tarragona,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,18.784,ug/m3,Industrial,Suburban,1.664,41.321,170.000,Barcelona,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.050,ug/m3,Industrial,Urban,1.415,38.915,25.000,Illes Balears,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,11.890,ug/m3,Traffic,Suburban,-2.619,42.518,480.000,Araba/Alava,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,7.741,ug/m3,Traffic,Urban,-2.668,42.856,518.000,Araba/Alava,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,22.927,ug/m3,Industrial,Rural,-1.744,42.176,350.000,La Rioja,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,17.052,ug/m3,Traffic,Urban,-0.447,39.481,41.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,28.320,ug/m3,Traffic,Urban,-15.564,27.764,17.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,28.837,ug/m3,Background,Rural,-14.004,28.527,160.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.549,ug/m3,Industrial,Suburban,-16.372,28.381,215.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,15.573,ug/m3,Traffic,Urban,-5.746,41.510,720.000,Zamora,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,10.353,ug/m3,Background,Suburban,-6.147,40.078,181.000,Caceres,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.608,ug/m3,Traffic,Urban,-3.689,41.666,801.000,Burgos,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,27.080,ug/m3,Traffic,Urban,2.154,41.385,26.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,20.645,ug/m3,Background,Urban,-3.834,40.342,693.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,16.554,ug/m3,Background,Rural,-17.783,28.805,364.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.982,ug/m3,Background,Suburban,-0.279,39.685,54.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,14.349,ug/m3,Background,Rural,-1.869,38.115,1.000,Murcia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.835,ug/m3,Industrial,Urban,-16.560,28.080,235.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,21.243,ug/m3,Traffic,Urban,-0.718,38.259,99.000,Alicante/Alacant,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2013-01-01,23.377,ug/m3,Traffic,Urban,-8.421,43.367,35.000,A Coruna,RAZONABLEMENTE BUENA
