Sexo;Provincias;Periodo;Total
Ambos sexos;22 Huesca;2006;81,58
Ambos sexos;22 Huesca;2005;81,22
Ambos sexos;22 Huesca;2004;81,03
Ambos sexos;22 Huesca;2003;80,80
Ambos sexos;22 Huesca;2002;80,39
Ambos sexos;22 Huesca;2001;80,23
Ambos sexos;22 Huesca;2000;80,60
Ambos sexos;22 Huesca;1999;79,31
Ambos sexos;22 Huesca;1998;79,82
Ambos sexos;22 Huesca;1997;79,67
Ambos sexos;22 Huesca;1996;78,86
Ambos sexos;22 Huesca;1995;79,07
Ambos sexos;22 Huesca;1994;79,22
Ambos sexos;22 Huesca;1993;80,12
Ambos sexos;22 Huesca;1992;80,42
Ambos sexos;22 Huesca;1991;79,22
Ambos sexos;22 Huesca;1990;78,62
Ambos sexos;22 Huesca;1989;78,45
Ambos sexos;22 Huesca;1988;77,98
Ambos sexos;22 Huesca;1987;76,31
Ambos sexos;22 Huesca;1986;77,33
Ambos sexos;22 Huesca;1985;77,33
Ambos sexos;22 Huesca;1984;77,15
Ambos sexos;22 Huesca;1983;76,87
Ambos sexos;22 Huesca;1982;78,42
Ambos sexos;22 Huesca;1981;77,60
Ambos sexos;22 Huesca;1980;76,75
Ambos sexos;22 Huesca;1979;76,55
Ambos sexos;22 Huesca;1978;76,33
Ambos sexos;22 Huesca;1977;76,23
Ambos sexos;22 Huesca;1976;75,69
Ambos sexos;22 Huesca;1975;74,84
Ambos sexos;23 Jaén;2023;82,68
Ambos sexos;23 Jaén;2022;81,72
Ambos sexos;23 Jaén;2021;81,80
Ambos sexos;23 Jaén;2020;81,35
Ambos sexos;23 Jaén;2019;82,28
Ambos sexos;23 Jaén;2018;81,92
Ambos sexos;23 Jaén;2017;82,09
Ambos sexos;23 Jaén;2016;81,96
Ambos sexos;23 Jaén;2015;81,57
Ambos sexos;23 Jaén;2014;81,94
Ambos sexos;23 Jaén;2013;81,73
Ambos sexos;23 Jaén;2012;81,35
Ambos sexos;23 Jaén;2011;80,97
Ambos sexos;23 Jaén;2010;81,32
Ambos sexos;23 Jaén;2009;80,33
Ambos sexos;23 Jaén;2008;80,28
Ambos sexos;23 Jaén;2007;79,80
Ambos sexos;23 Jaén;2006;80,34
Ambos sexos;23 Jaén;2005;79,47
Ambos sexos;23 Jaén;2004;79,36
Ambos sexos;23 Jaén;2003;79,02
Ambos sexos;23 Jaén;2002;79,24
Ambos sexos;23 Jaén;2001;79,11
Ambos sexos;23 Jaén;2000;78,61
Ambos sexos;23 Jaén;1999;78,39
Ambos sexos;23 Jaén;1998;78,04
Ambos sexos;23 Jaén;1997;78,38
Ambos sexos;23 Jaén;1996;78,29
Ambos sexos;23 Jaén;1995;78,13
Ambos sexos;23 Jaén;1994;77,83
Ambos sexos;23 Jaén;1993;77,55
Ambos sexos;23 Jaén;1992;77,86
Ambos sexos;23 Jaén;1991;77,27
Ambos sexos;23 Jaén;1990;76,64
Ambos sexos;23 Jaén;1989;76,71
Ambos sexos;23 Jaén;1988;76,29
Ambos sexos;23 Jaén;1987;76,40
Ambos sexos;23 Jaén;1986;75,93
Ambos sexos;23 Jaén;1985;76,17
Ambos sexos;23 Jaén;1984;76,07
Ambos sexos;23 Jaén;1983;75,85
Ambos sexos;23 Jaén;1982;76,05
Ambos sexos;23 Jaén;1981;75,72
Ambos sexos;23 Jaén;1980;75,64
Ambos sexos;23 Jaén;1979;75,00
Ambos sexos;23 Jaén;1978;74,64
Ambos sexos;23 Jaén;1977;74,59
Ambos sexos;23 Jaén;1976;73,54
Ambos sexos;23 Jaén;1975;74,04
Ambos sexos;24 León;2023;84,20
Ambos sexos;24 León;2022;83,29
Ambos sexos;24 León;2021;83,49
Ambos sexos;24 León;2020;82,48
Ambos sexos;24 León;2019;83,62
Ambos sexos;24 León;2018;83,56
Ambos sexos;24 León;2017;83,69
Ambos sexos;24 León;2016;83,48
Ambos sexos;24 León;2015;83,26
Ambos sexos;24 León;2014;83,12
Ambos sexos;24 León;2013;82,73
Ambos sexos;24 León;2012;82,91
Ambos sexos;24 León;2011;82,97
Ambos sexos;24 León;2010;82,58
Ambos sexos;24 León;2009;82,57
Ambos sexos;24 León;2008;81,78
Ambos sexos;24 León;2007;81,18
Ambos sexos;24 León;2006;81,56
Ambos sexos;24 León;2005;81,04
Ambos sexos;24 León;2004;80,94
Ambos sexos;24 León;2003;80,82
Ambos sexos;24 León;2002;80,84
Ambos sexos;24 León;2001;80,45
Ambos sexos;24 León;2000;80,34
Ambos sexos;24 León;1999;80,22
Ambos sexos;24 León;1998;79,88
Ambos sexos;24 León;1997;79,72
Ambos sexos;24 León;1996;79,45
Ambos sexos;24 León;1995;79,51
Ambos sexos;24 León;1994;79,09
Ambos sexos;24 León;1993;78,83
Ambos sexos;24 León;1992;78,71
Ambos sexos;24 León;1991;78,21
Ambos sexos;24 León;1990;77,34
Ambos sexos;24 León;1989;77,49
Ambos sexos;24 León;1988;77,13
Ambos sexos;24 León;1987;76,37
Ambos sexos;24 León;1986;76,20
Ambos sexos;24 León;1985;76,11
Ambos sexos;24 León;1984;75,99
Ambos sexos;24 León;1983;75,33
Ambos sexos;24 León;1982;75,44
Ambos sexos;24 León;1981;74,50
Ambos sexos;24 León;1980;74,92
Ambos sexos;24 León;1979;73,98
Ambos sexos;24 León;1978;73,88
Ambos sexos;24 León;1977;73,43
Ambos sexos;24 León;1976;73,35
Ambos sexos;24 León;1975;73,31
Ambos sexos;25 Lleida;2023;83,65
Ambos sexos;25 Lleida;2022;83,01
Ambos sexos;25 Lleida;2021;82,76
Ambos sexos;25 Lleida;2020;82,28
Ambos sexos;25 Lleida;2019;83,53
Ambos sexos;25 Lleida;2018;83,14
Ambos sexos;25 Lleida;2017;83,12
Ambos sexos;25 Lleida;2016;83,44
Ambos sexos;25 Lleida;2015;82,79
Ambos sexos;25 Lleida;2014;82,92
Ambos sexos;25 Lleida;2013;82,61
Ambos sexos;25 Lleida;2012;82,44
Ambos sexos;25 Lleida;2011;82,08
Ambos sexos;25 Lleida;2010;81,80
Ambos sexos;25 Lleida;2009;81,76
Ambos sexos;25 Lleida;2008;81,63
Ambos sexos;25 Lleida;2007;80,88
Ambos sexos;25 Lleida;2006;80,88
Ambos sexos;25 Lleida;2005;80,15
Ambos sexos;25 Lleida;2004;80,05
Ambos sexos;25 Lleida;2003;79,72
Ambos sexos;25 Lleida;2002;79,55
Ambos sexos;25 Lleida;2001;80,16
Ambos sexos;25 Lleida;2000;79,66
Ambos sexos;25 Lleida;1999;79,25
Ambos sexos;25 Lleida;1998;78,71
Ambos sexos;25 Lleida;1997;78,81
Ambos sexos;25 Lleida;1996;78,76
Ambos sexos;25 Lleida;1995;78,07
Ambos sexos;25 Lleida;1994;78,23
Ambos sexos;25 Lleida;1993;77,86
Ambos sexos;25 Lleida;1992;77,41
Ambos sexos;25 Lleida;1991;77,30
Ambos sexos;25 Lleida;1990;77,16
Ambos sexos;25 Lleida;1989;77,03
Ambos sexos;25 Lleida;1988;77,12
Ambos sexos;25 Lleida;1987;76,79
Ambos sexos;25 Lleida;1986;76,81
Ambos sexos;25 Lleida;1985;76,35
Ambos sexos;25 Lleida;1984;76,53
Ambos sexos;25 Lleida;1983;76,20
Ambos sexos;25 Lleida;1982;76,49
Ambos sexos;25 Lleida;1981;76,51
Ambos sexos;25 Lleida;1980;75,58
Ambos sexos;25 Lleida;1979;74,83
Ambos sexos;25 Lleida;1978;74,52
Ambos sexos;25 Lleida;1977;74,34
Ambos sexos;25 Lleida;1976;74,24
Ambos sexos;25 Lleida;1975;73,13
Ambos sexos;27 Lugo;2023;83,38
Ambos sexos;27 Lugo;2022;83,23
Ambos sexos;27 Lugo;2021;83,38
Ambos sexos;27 Lugo;2020;83,10
Ambos sexos;27 Lugo;2019;83,71
Ambos sexos;27 Lugo;2018;82,91
Ambos sexos;27 Lugo;2017;83,00
Ambos sexos;27 Lugo;2016;82,58
Ambos sexos;27 Lugo;2015;82,39
Ambos sexos;27 Lugo;2014;82,66
Ambos sexos;27 Lugo;2013;82,66
Ambos sexos;27 Lugo;2012;81,92
Ambos sexos;27 Lugo;2011;82,29
Ambos sexos;27 Lugo;2010;82,06
Ambos sexos;27 Lugo;2009;81,25
Ambos sexos;27 Lugo;2008;81,52
Ambos sexos;27 Lugo;2007;81,16
Ambos sexos;27 Lugo;2006;80,81
Ambos sexos;27 Lugo;2005;80,74
Ambos sexos;27 Lugo;2004;80,73
Ambos sexos;27 Lugo;2003;79,58
Ambos sexos;27 Lugo;2002;79,52
Ambos sexos;27 Lugo;2001;79,59
Ambos sexos;27 Lugo;2000;79,21
Ambos sexos;27 Lugo;1999;78,99
Ambos sexos;27 Lugo;1998;78,60
Ambos sexos;27 Lugo;1997;78,50
Ambos sexos;27 Lugo;1996;77,67
Ambos sexos;27 Lugo;1995;77,79
Ambos sexos;27 Lugo;1994;78,20
Ambos sexos;27 Lugo;1993;78,05
Ambos sexos;27 Lugo;1992;76,98
Ambos sexos;27 Lugo;1991;76,03
Ambos sexos;27 Lugo;1990;76,17
Ambos sexos;27 Lugo;1989;76,58
Ambos sexos;27 Lugo;1988;76,69
Ambos sexos;27 Lugo;1987;76,81
Ambos sexos;27 Lugo;1986;76,13
Ambos sexos;27 Lugo;1985;75,76
Ambos sexos;27 Lugo;1984;76,17
Ambos sexos;27 Lugo;1983;75,37
Ambos sexos;27 Lugo;1982;75,34
Ambos sexos;27 Lugo;1981;75,22
Ambos sexos;27 Lugo;1980;75,28
Ambos sexos;27 Lugo;1979;74,25
Ambos sexos;27 Lugo;1978;73,94
Ambos sexos;27 Lugo;1977;73,30
Ambos sexos;27 Lugo;1976;72,63
Ambos sexos;27 Lugo;1975;72,50
Ambos sexos;28 Madrid;2023;85,39
Ambos sexos;28 Madrid;2022;84,76
Ambos sexos;28 Madrid;2021;84,56
Ambos sexos;28 Madrid;2020;82,27
Ambos sexos;28 Madrid;2019;84,93
Ambos sexos;28 Madrid;2018;84,73
Ambos sexos;28 Madrid;2017;84,48
Ambos sexos;28 Madrid;2016;84,50
Ambos sexos;28 Madrid;2015;83,97
Ambos sexos;28 Madrid;2014;84,20
Ambos sexos;28 Madrid;2013;84,13
Ambos sexos;28 Madrid;2012;83,64
Ambos sexos;28 Madrid;2011;83,63
Ambos sexos;28 Madrid;2010;83,39
Ambos sexos;28 Madrid;2009;82,93
Ambos sexos;28 Madrid;2008;82,58
Ambos sexos;28 Madrid;2007;82,08
Ambos sexos;28 Madrid;2006;82,06
Ambos sexos;28 Madrid;2005;81,50
Ambos sexos;28 Madrid;2004;81,24
Ambos sexos;28 Madrid;2003;80,63
Ambos sexos;28 Madrid;2002;80,81
Ambos sexos;28 Madrid;2001;80,58
Ambos sexos;28 Madrid;2000;80,36
Ambos sexos;28 Madrid;1999;80,19
Ambos sexos;28 Madrid;1998;79,93
Ambos sexos;28 Madrid;1997;79,97
Ambos sexos;28 Madrid;1996;79,18
Ambos sexos;28 Madrid;1995;78,81
Ambos sexos;28 Madrid;1994;78,75
Ambos sexos;28 Madrid;1993;78,32
Ambos sexos;28 Madrid;1992;78,10
Ambos sexos;28 Madrid;1991;77,58
Ambos sexos;28 Madrid;1990;77,24
Ambos sexos;28 Madrid;1989;77,43
Ambos sexos;28 Madrid;1988;77,25
Ambos sexos;28 Madrid;1987;77,32
Ambos sexos;28 Madrid;1986;77,48
Ambos sexos;28 Madrid;1985;76,77
Ambos sexos;28 Madrid;1984;76,74
Ambos sexos;28 Madrid;1983;76,21
Ambos sexos;28 Madrid;1982;76,61
Ambos sexos;28 Madrid;1981;75,65
Ambos sexos;28 Madrid;1980;76,09
Ambos sexos;28 Madrid;1979;75,71
Ambos sexos;28 Madrid;1978;75,26
Ambos sexos;28 Madrid;1977;74,98
Ambos sexos;28 Madrid;1976;74,60
Ambos sexos;28 Madrid;1975;74,46
Ambos sexos;29 Málaga;2023;82,90
Ambos sexos;29 Málaga;2022;82,15
Ambos sexos;29 Málaga;2021;81,82
Ambos sexos;29 Málaga;2020;81,97
Ambos sexos;29 Málaga;2019;82,54
Ambos sexos;29 Málaga;2018;81,96
Ambos sexos;29 Málaga;2017;82,22
Ambos sexos;29 Málaga;2016;82,10
Ambos sexos;29 Málaga;2015;81,65
Ambos sexos;29 Málaga;2014;81,64
Ambos sexos;29 Málaga;2013;81,71
Ambos sexos;29 Málaga;2012;81,26
Ambos sexos;29 Málaga;2011;81,21
Ambos sexos;29 Málaga;2010;80,86
Ambos sexos;29 Málaga;2009;80,50
Ambos sexos;29 Málaga;2008;79,89
Ambos sexos;29 Málaga;2007;79,66
Ambos sexos;29 Málaga;2006;79,52
Ambos sexos;29 Málaga;2005;78,86
Ambos sexos;29 Málaga;2004;78,98
Ambos sexos;29 Málaga;2003;78,26
Ambos sexos;29 Málaga;2002;78,52
Ambos sexos;29 Málaga;2001;78,26
Ambos sexos;29 Málaga;2000;78,00
Ambos sexos;29 Málaga;1999;77,64
Ambos sexos;29 Málaga;1998;77,61
Ambos sexos;29 Málaga;1997;77,33
Ambos sexos;29 Málaga;1996;76,78
Ambos sexos;29 Málaga;1995;76,88
Ambos sexos;29 Málaga;1994;76,49
Ambos sexos;29 Málaga;1993;76,35
Ambos sexos;29 Málaga;1992;76,23
Ambos sexos;29 Málaga;1991;75,69
Ambos sexos;29 Málaga;1990;75,55
Ambos sexos;29 Málaga;1989;75,37
Ambos sexos;29 Málaga;1988;75,18
Ambos sexos;29 Málaga;1987;74,91
Ambos sexos;29 Málaga;1986;74,96
Ambos sexos;29 Málaga;1985;74,73
Ambos sexos;29 Málaga;1984;74,90
Ambos sexos;29 Málaga;1983;74,75
Ambos sexos;29 Málaga;1982;74,44
Ambos sexos;29 Málaga;1981;74,28
Ambos sexos;29 Málaga;1980;74,15
Ambos sexos;29 Málaga;1979;73,32
Ambos sexos;29 Málaga;1978;72,95
Ambos sexos;29 Málaga;1977;73,23
Ambos sexos;29 Málaga;1976;72,27
Ambos sexos;29 Málaga;1975;71,90
Ambos sexos;30 Murcia;2023;82,82
Ambos sexos;30 Murcia;2022;82,05
Ambos sexos;30 Murcia;2021;82,21
Ambos sexos;30 Murcia;2020;82,26
Ambos sexos;30 Murcia;2019;82,62
Ambos sexos;30 Murcia;2018;82,64
Ambos sexos;30 Murcia;2017;82,40
Ambos sexos;30 Murcia;2016;82,51
Ambos sexos;30 Murcia;2015;82,21
Ambos sexos;30 Murcia;2014;82,47
Ambos sexos;30 Murcia;2013;82,27
Ambos sexos;30 Murcia;2012;81,72
Ambos sexos;30 Murcia;2011;81,71
Ambos sexos;30 Murcia;2010;81,62
Ambos sexos;30 Murcia;2009;80,90
Ambos sexos;30 Murcia;2008;80,43
Ambos sexos;30 Murcia;2007;80,30
Ambos sexos;30 Murcia;2006;80,27
Ambos sexos;30 Murcia;2005;79,71
Ambos sexos;30 Murcia;2004;79,54
Ambos sexos;30 Murcia;2003;79,11
Ambos sexos;30 Murcia;2002;78,96
Ambos sexos;30 Murcia;2001;78,95
Ambos sexos;30 Murcia;2000;78,42
Ambos sexos;30 Murcia;1999;77,90
Ambos sexos;30 Murcia;1998;78,22
Ambos sexos;30 Murcia;1997;78,06
Ambos sexos;30 Murcia;1996;78,05
Ambos sexos;30 Murcia;1995;78,04
Ambos sexos;30 Murcia;1994;77,61
Ambos sexos;30 Murcia;1993;77,46
Ambos sexos;30 Murcia;1992;77,07
Ambos sexos;30 Murcia;1991;76,49
Ambos sexos;30 Murcia;1990;76,09
Ambos sexos;30 Murcia;1989;75,95
Ambos sexos;30 Murcia;1988;76,51
Ambos sexos;30 Murcia;1987;76,67
Ambos sexos;30 Murcia;1986;76,16
Ambos sexos;30 Murcia;1985;75,70
Ambos sexos;30 Murcia;1984;75,64
Ambos sexos;30 Murcia;1983;75,16
Ambos sexos;30 Murcia;1982;75,45
Ambos sexos;30 Murcia;1981;74,90
Ambos sexos;30 Murcia;1980;74,30
Ambos sexos;30 Murcia;1979;74,49
Ambos sexos;30 Murcia;1978;74,06
Ambos sexos;30 Murcia;1977;73,92
Ambos sexos;30 Murcia;1976;73,39
Ambos sexos;30 Murcia;1975;72,95
Ambos sexos;31 Navarra;2023;84,79
Ambos sexos;31 Navarra;2022;83,85
Ambos sexos;31 Navarra;2021;84,26
Ambos sexos;31 Navarra;2020;83,33
Ambos sexos;31 Navarra;2019;84,55
Ambos sexos;31 Navarra;2018;84,14
Ambos sexos;31 Navarra;2017;83,80
Ambos sexos;31 Navarra;2016;83,81
Ambos sexos;31 Navarra;2015;83,75
Ambos sexos;31 Navarra;2014;83,45
Ambos sexos;31 Navarra;2013;83,49
Ambos sexos;31 Navarra;2012;83,42
Ambos sexos;31 Navarra;2011;83,47
Ambos sexos;31 Navarra;2010;83,68
Ambos sexos;31 Navarra;2009;82,90
Ambos sexos;31 Navarra;2008;82,29
Ambos sexos;31 Navarra;2007;82,20
Ambos sexos;31 Navarra;2006;82,02
Ambos sexos;31 Navarra;2005;81,62
Ambos sexos;31 Navarra;2004;81,46
Ambos sexos;31 Navarra;2003;80,91
Ambos sexos;31 Navarra;2002;80,83
Ambos sexos;31 Navarra;2001;81,01
Ambos sexos;31 Navarra;2000;80,40
Ambos sexos;31 Navarra;1999;80,15
Ambos sexos;31 Navarra;1998;79,97
Ambos sexos;31 Navarra;1997;80,06
Ambos sexos;31 Navarra;1996;79,44
Ambos sexos;31 Navarra;1995;79,31
Ambos sexos;31 Navarra;1994;79,32
Ambos sexos;31 Navarra;1993;78,92
Ambos sexos;31 Navarra;1992;78,92
Ambos sexos;31 Navarra;1991;78,08
Ambos sexos;31 Navarra;1990;77,97
Ambos sexos;31 Navarra;1989;77,72
Ambos sexos;31 Navarra;1988;77,55
Ambos sexos;31 Navarra;1987;77,26
Ambos sexos;31 Navarra;1986;76,82
Ambos sexos;31 Navarra;1985;76,45
Ambos sexos;31 Navarra;1984;76,73
Ambos sexos;31 Navarra;1983;75,98
Ambos sexos;31 Navarra;1982;75,72
Ambos sexos;31 Navarra;1981;75,74
Ambos sexos;31 Navarra;1980;75,07
Ambos sexos;31 Navarra;1979;75,08
Ambos sexos;31 Navarra;1978;74,24
Ambos sexos;31 Navarra;1977;74,44
Ambos sexos;31 Navarra;1976;73,74
Ambos sexos;31 Navarra;1975;72,97
Ambos sexos;32 Ourense;2023;83,51
Ambos sexos;32 Ourense;2022;83,58
Ambos sexos;32 Ourense;2021;83,52
Ambos sexos;32 Ourense;2020;83,06
Ambos sexos;32 Ourense;2019;83,57
Ambos sexos;32 Ourense;2018;83,30
Ambos sexos;32 Ourense;2017;83,77
Ambos sexos;32 Ourense;2016;83,04
Ambos sexos;32 Ourense;2015;83,20
Ambos sexos;32 Ourense;2014;83,66
Ambos sexos;32 Ourense;2013;82,63
Ambos sexos;32 Ourense;2012;82,39
Ambos sexos;32 Ourense;2011;81,90
Ambos sexos;32 Ourense;2010;82,22
Ambos sexos;32 Ourense;2009;82,24
Ambos sexos;32 Ourense;2008;81,43
Ambos sexos;32 Ourense;2007;81,46
Ambos sexos;32 Ourense;2006;81,18
Ambos sexos;32 Ourense;2005;81,03
Ambos sexos;32 Ourense;2004;81,32
Ambos sexos;32 Ourense;2003;80,50
Ambos sexos;32 Ourense;2002;80,70
Ambos sexos;32 Ourense;2001;80,67
Ambos sexos;32 Ourense;2000;79,90
Ambos sexos;32 Ourense;1999;80,06
Ambos sexos;32 Ourense;1998;79,23
Ambos sexos;32 Ourense;1997;79,17
Ambos sexos;32 Ourense;1996;78,34
Ambos sexos;32 Ourense;1995;78,58
Ambos sexos;32 Ourense;1994;78,43
Ambos sexos;32 Ourense;1993;78,02
Ambos sexos;32 Ourense;1992;78,12
Ambos sexos;32 Ourense;1991;77,96
Ambos sexos;32 Ourense;1990;77,21
Ambos sexos;32 Ourense;1989;77,28
Ambos sexos;32 Ourense;1988;77,83
Ambos sexos;32 Ourense;1987;77,13
Ambos sexos;32 Ourense;1986;76,70
Ambos sexos;32 Ourense;1985;76,89
Ambos sexos;32 Ourense;1984;76,48
Ambos sexos;32 Ourense;1983;76,68
Ambos sexos;32 Ourense;1982;76,54
Ambos sexos;32 Ourense;1981;76,08
Ambos sexos;32 Ourense;1980;75,44
Ambos sexos;32 Ourense;1979;75,02
Ambos sexos;32 Ourense;1978;74,40
Ambos sexos;32 Ourense;1977;74,65
Ambos sexos;32 Ourense;1976;74,10
Ambos sexos;32 Ourense;1975;73,47
Ambos sexos;34 Palencia;2023;84,04
Ambos sexos;34 Palencia;2022;82,27
Ambos sexos;34 Palencia;2021;82,48
Ambos sexos;34 Palencia;2020;81,17
Ambos sexos;34 Palencia;2019;83,30
Ambos sexos;34 Palencia;2018;82,85
Ambos sexos;34 Palencia;2017;83,16
Ambos sexos;34 Palencia;2016;83,15
Ambos sexos;34 Palencia;2015;83,00
Ambos sexos;34 Palencia;2014;82,18
Ambos sexos;34 Palencia;2013;83,18
Ambos sexos;34 Palencia;2012;82,40
Ambos sexos;34 Palencia;2011;82,29
Ambos sexos;34 Palencia;2010;81,93
Ambos sexos;34 Palencia;2009;81,32
Ambos sexos;34 Palencia;2008;82,22
Ambos sexos;34 Palencia;2007;80,96
Ambos sexos;34 Palencia;2006;81,13
Ambos sexos;34 Palencia;2005;80,74
Ambos sexos;34 Palencia;2004;81,07
Ambos sexos;34 Palencia;2003;80,27
Ambos sexos;34 Palencia;2002;80,00
Ambos sexos;34 Palencia;2001;80,06
Ambos sexos;34 Palencia;2000;79,47
Ambos sexos;34 Palencia;1999;78,99
Ambos sexos;34 Palencia;1998;79,28
Ambos sexos;34 Palencia;1997;79,28
Ambos sexos;34 Palencia;1996;78,64
Ambos sexos;34 Palencia;1995;79,27
Ambos sexos;34 Palencia;1994;78,76
Ambos sexos;34 Palencia;1993;77,53
Ambos sexos;34 Palencia;1992;77,65
Ambos sexos;34 Palencia;1991;77,60
Ambos sexos;34 Palencia;1990;76,96
Ambos sexos;34 Palencia;1989;76,86
Ambos sexos;34 Palencia;1988;77,76
Ambos sexos;34 Palencia;1987;76,65
Ambos sexos;34 Palencia;1986;76,65
Ambos sexos;34 Palencia;1985;76,12
Ambos sexos;34 Palencia;1984;75,89
Ambos sexos;34 Palencia;1983;76,42
Ambos sexos;34 Palencia;1982;75,60
Ambos sexos;34 Palencia;1981;74,50
Ambos sexos;34 Palencia;1980;74,47
Ambos sexos;34 Palencia;1979;73,73
Ambos sexos;34 Palencia;1978;73,55
Ambos sexos;34 Palencia;1977;72,90
Ambos sexos;34 Palencia;1976;72,27
Ambos sexos;34 Palencia;1975;71,80
Ambos sexos;35 Palmas, Las;2023;82,08
Ambos sexos;35 Palmas, Las;2022;81,56
Ambos sexos;35 Palmas, Las;2021;81,92
Ambos sexos;35 Palmas, Las;2020;81,90
Ambos sexos;35 Palmas, Las;2019;82,27
Ambos sexos;35 Palmas, Las;2018;81,69
Ambos sexos;35 Palmas, Las;2017;81,99
Ambos sexos;35 Palmas, Las;2016;81,85
Ambos sexos;35 Palmas, Las;2015;81,62
Ambos sexos;35 Palmas, Las;2014;81,74
Ambos sexos;35 Palmas, Las;2013;81,69
Ambos sexos;35 Palmas, Las;2012;81,25
Ambos sexos;35 Palmas, Las;2011;81,26
Ambos sexos;35 Palmas, Las;2010;81,28
Ambos sexos;35 Palmas, Las;2009;80,85
Ambos sexos;35 Palmas, Las;2008;79,34
Ambos sexos;35 Palmas, Las;2007;79,90
Ambos sexos;35 Palmas, Las;2006;79,45
Ambos sexos;35 Palmas, Las;2005;78,82
Ambos sexos;35 Palmas, Las;2004;78,62
Ambos sexos;35 Palmas, Las;2003;78,21
Ambos sexos;35 Palmas, Las;2002;77,87
Ambos sexos;35 Palmas, Las;2001;77,57
Ambos sexos;35 Palmas, Las;2000;77,00
Ambos sexos;35 Palmas, Las;1999;76,70
Ambos sexos;35 Palmas, Las;1998;77,08
Ambos sexos;35 Palmas, Las;1997;77,24
Ambos sexos;35 Palmas, Las;1996;76,95
Ambos sexos;35 Palmas, Las;1995;77,06
Ambos sexos;35 Palmas, Las;1994;76,61
Ambos sexos;35 Palmas, Las;1993;75,79
Ambos sexos;35 Palmas, Las;1992;76,20
Ambos sexos;35 Palmas, Las;1991;75,43
Ambos sexos;35 Palmas, Las;1990;75,31
Ambos sexos;35 Palmas, Las;1989;74,71
Ambos sexos;35 Palmas, Las;1988;74,57
Ambos sexos;35 Palmas, Las;1987;74,90
Ambos sexos;35 Palmas, Las;1986;75,36
Ambos sexos;35 Palmas, Las;1985;74,46
Ambos sexos;35 Palmas, Las;1984;74,95
Ambos sexos;35 Palmas, Las;1983;74,23
Ambos sexos;35 Palmas, Las;1982;74,13
Ambos sexos;35 Palmas, Las;1981;74,19
Ambos sexos;35 Palmas, Las;1980;73,71
Ambos sexos;35 Palmas, Las;1979;72,61
Ambos sexos;35 Palmas, Las;1978;72,40
Ambos sexos;35 Palmas, Las;1977;72,91
Ambos sexos;35 Palmas, Las;1976;71,83
Ambos sexos;35 Palmas, Las;1975;72,63
Ambos sexos;36 Pontevedra;2023;83,62
Ambos sexos;36 Pontevedra;2022;83,26
Ambos sexos;36 Pontevedra;2021;83,65
Ambos sexos;36 Pontevedra;2020;83,40
Ambos sexos;36 Pontevedra;2019;83,59
Ambos sexos;36 Pontevedra;2018;83,44
Ambos sexos;36 Pontevedra;2017;83,02
Ambos sexos;36 Pontevedra;2016;82,65
Ambos sexos;36 Pontevedra;2015;82,78
Ambos sexos;36 Pontevedra;2014;83,07
Ambos sexos;36 Pontevedra;2013;82,79
Ambos sexos;36 Pontevedra;2012;82,20
Ambos sexos;36 Pontevedra;2011;82,18
Ambos sexos;36 Pontevedra;2010;81,97
Ambos sexos;36 Pontevedra;2009;81,53
Ambos sexos;36 Pontevedra;2008;81,39
Ambos sexos;36 Pontevedra;2007;80,90
Ambos sexos;36 Pontevedra;2006;80,73
Ambos sexos;36 Pontevedra;2005;80,41
Ambos sexos;36 Pontevedra;2004;80,56
Ambos sexos;36 Pontevedra;2003;79,95
Ambos sexos;36 Pontevedra;2002;79,78
Ambos sexos;36 Pontevedra;2001;79,71
Ambos sexos;36 Pontevedra;2000;79,18
Ambos sexos;36 Pontevedra;1999;79,16
Ambos sexos;36 Pontevedra;1998;78,84
Ambos sexos;36 Pontevedra;1997;78,39
Ambos sexos;36 Pontevedra;1996;77,80
Ambos sexos;36 Pontevedra;1995;77,85
Ambos sexos;36 Pontevedra;1994;77,63
Ambos sexos;36 Pontevedra;1993;77,23
Ambos sexos;36 Pontevedra;1992;77,35
Ambos sexos;36 Pontevedra;1991;76,72
Ambos sexos;36 Pontevedra;1990;76,09
Ambos sexos;36 Pontevedra;1989;76,27
Ambos sexos;36 Pontevedra;1988;76,27
Ambos sexos;36 Pontevedra;1987;76,19
Ambos sexos;36 Pontevedra;1986;75,30
Ambos sexos;36 Pontevedra;1985;75,73
Ambos sexos;36 Pontevedra;1984;75,72
Ambos sexos;36 Pontevedra;1983;75,34
Ambos sexos;36 Pontevedra;1982;75,35
Ambos sexos;36 Pontevedra;1981;74,75
Ambos sexos;36 Pontevedra;1980;74,58
Ambos sexos;36 Pontevedra;1979;73,66
Ambos sexos;36 Pontevedra;1978;73,40
Ambos sexos;36 Pontevedra;1977;72,82
Ambos sexos;36 Pontevedra;1976;72,70
Ambos sexos;36 Pontevedra;1975;72,78
Ambos sexos;26 Rioja, La;2023;84,17
Ambos sexos;26 Rioja, La;2022;83,20
Ambos sexos;26 Rioja, La;2021;83,27
Ambos sexos;26 Rioja, La;2020;82,50
Ambos sexos;26 Rioja, La;2019;83,83
Ambos sexos;26 Rioja, La;2018;83,63
Ambos sexos;26 Rioja, La;2017;83,61
Ambos sexos;26 Rioja, La;2016;83,80
Ambos sexos;26 Rioja, La;2015;83,37
Ambos sexos;26 Rioja, La;2014;83,78
