Sexo;Provincias;Periodo;Total
Ambos sexos;50 Zaragoza;2003;79,94
Ambos sexos;50 Zaragoza;2002;80,22
Ambos sexos;50 Zaragoza;2001;80,04
Ambos sexos;50 Zaragoza;2000;79,68
Ambos sexos;50 Zaragoza;1999;79,01
Ambos sexos;50 Zaragoza;1998;79,37
Ambos sexos;50 Zaragoza;1997;79,04
Ambos sexos;50 Zaragoza;1996;78,85
Ambos sexos;50 Zaragoza;1995;78,60
Ambos sexos;50 Zaragoza;1994;78,69
Ambos sexos;50 Zaragoza;1993;78,13
Ambos sexos;50 Zaragoza;1992;78,44
Ambos sexos;50 Zaragoza;1991;77,75
Ambos sexos;50 Zaragoza;1990;77,22
Ambos sexos;50 Zaragoza;1989;77,06
Ambos sexos;50 Zaragoza;1988;77,39
Ambos sexos;50 Zaragoza;1987;77,22
Ambos sexos;50 Zaragoza;1986;77,16
Ambos sexos;50 Zaragoza;1985;76,48
Ambos sexos;50 Zaragoza;1984;76,66
Ambos sexos;50 Zaragoza;1983;76,83
Ambos sexos;50 Zaragoza;1982;76,59
Ambos sexos;50 Zaragoza;1981;76,12
Ambos sexos;50 Zaragoza;1980;75,94
Ambos sexos;50 Zaragoza;1979;75,37
Ambos sexos;50 Zaragoza;1978;75,04
Ambos sexos;50 Zaragoza;1977;74,99
Ambos sexos;50 Zaragoza;1976;74,49
Ambos sexos;50 Zaragoza;1975;73,91
Ambos sexos;51 Ceuta;2023;81,11
Ambos sexos;51 Ceuta;2022;79,71
Ambos sexos;51 Ceuta;2021;78,30
Ambos sexos;51 Ceuta;2020;79,14
Ambos sexos;51 Ceuta;2019;80,42
Ambos sexos;51 Ceuta;2018;80,39
Ambos sexos;51 Ceuta;2017;79,19
Ambos sexos;51 Ceuta;2016;80,63
Ambos sexos;51 Ceuta;2015;80,18
Ambos sexos;51 Ceuta;2014;79,82
Ambos sexos;51 Ceuta;2013;79,35
Ambos sexos;51 Ceuta;2012;80,17
Ambos sexos;51 Ceuta;2011;79,43
Ambos sexos;51 Ceuta;2010;78,52
Ambos sexos;51 Ceuta;2009;78,09
Ambos sexos;51 Ceuta;2008;78,76
Ambos sexos;51 Ceuta;2007;77,92
Ambos sexos;51 Ceuta;2006;78,16
Ambos sexos;51 Ceuta;2005;77,95
Ambos sexos;51 Ceuta;2004;77,89
Ambos sexos;51 Ceuta;2003;77,58
Ambos sexos;51 Ceuta;2002;76,77
Ambos sexos;51 Ceuta;2001;77,95
Ambos sexos;51 Ceuta;2000;78,08
Ambos sexos;51 Ceuta;1999;76,21
Ambos sexos;51 Ceuta;1998;75,76
Ambos sexos;51 Ceuta;1997;76,04
Ambos sexos;51 Ceuta;1996;74,97
Ambos sexos;51 Ceuta;1995;75,88
Ambos sexos;51 Ceuta;1994;75,98
Ambos sexos;51 Ceuta;1993;75,74
Ambos sexos;51 Ceuta;1992;75,97
Ambos sexos;51 Ceuta;1991;74,80
Ambos sexos;51 Ceuta;1990;73,23
Ambos sexos;51 Ceuta;1989;74,50
Ambos sexos;51 Ceuta;1988;74,43
Ambos sexos;51 Ceuta;1987;74,41
Ambos sexos;51 Ceuta;1986;73,51
Ambos sexos;51 Ceuta;1985;72,30
Ambos sexos;51 Ceuta;1984;73,59
Ambos sexos;51 Ceuta;1983;73,17
Ambos sexos;51 Ceuta;1982;72,35
Ambos sexos;51 Ceuta;1981;72,85
Ambos sexos;51 Ceuta;1980;71,43
Ambos sexos;51 Ceuta;1979;70,95
Ambos sexos;51 Ceuta;1978;69,91
Ambos sexos;51 Ceuta;1977;71,60
Ambos sexos;51 Ceuta;1976;70,59
Ambos sexos;51 Ceuta;1975;70,35
Ambos sexos;52 Melilla;2023;81,61
Ambos sexos;52 Melilla;2022;81,55
Ambos sexos;52 Melilla;2021;79,72
Ambos sexos;52 Melilla;2020;78,82
Ambos sexos;52 Melilla;2019;80,67
Ambos sexos;52 Melilla;2018;80,18
Ambos sexos;52 Melilla;2017;80,21
Ambos sexos;52 Melilla;2016;80,43
Ambos sexos;52 Melilla;2015;79,88
Ambos sexos;52 Melilla;2014;80,03
Ambos sexos;52 Melilla;2013;80,33
Ambos sexos;52 Melilla;2012;80,29
Ambos sexos;52 Melilla;2011;79,93
Ambos sexos;52 Melilla;2010;81,13
Ambos sexos;52 Melilla;2009;80,56
Ambos sexos;52 Melilla;2008;78,41
Ambos sexos;52 Melilla;2007;78,78
Ambos sexos;52 Melilla;2006;78,21
Ambos sexos;52 Melilla;2005;78,53
Ambos sexos;52 Melilla;2004;77,66
Ambos sexos;52 Melilla;2003;77,18
Ambos sexos;52 Melilla;2002;77,31
Ambos sexos;52 Melilla;2001;77,40
Ambos sexos;52 Melilla;2000;76,87
Ambos sexos;52 Melilla;1999;77,14
Ambos sexos;52 Melilla;1998;75,27
Ambos sexos;52 Melilla;1997;76,16
Ambos sexos;52 Melilla;1996;77,22
Ambos sexos;52 Melilla;1995;76,25
Ambos sexos;52 Melilla;1994;75,20
Ambos sexos;52 Melilla;1993;76,24
Ambos sexos;52 Melilla;1992;78,14
Ambos sexos;52 Melilla;1991;76,12
Ambos sexos;52 Melilla;1990;74,57
Ambos sexos;52 Melilla;1989;74,94
Ambos sexos;52 Melilla;1988;73,68
Ambos sexos;52 Melilla;1987;75,54
Ambos sexos;52 Melilla;1986;74,62
Ambos sexos;52 Melilla;1985;74,69
Ambos sexos;52 Melilla;1984;74,53
Ambos sexos;52 Melilla;1983;74,71
Ambos sexos;52 Melilla;1982;74,55
Ambos sexos;52 Melilla;1981;74,54
Ambos sexos;52 Melilla;1980;73,90
Ambos sexos;52 Melilla;1979;72,63
Ambos sexos;52 Melilla;1978;71,93
Ambos sexos;52 Melilla;1977;73,33
Ambos sexos;52 Melilla;1976;73,08
Ambos sexos;52 Melilla;1975;73,38
