Air Pollutant,Air Pollutant Description,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,Province,Quality,Respiratory_diseases_total,Life_expectancy_total,pib
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,9.199,ug/m3,Background,Rural,-0.2908,40.9467,570.0,Teruel,BUENA,190.0,84.2,25.57
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.276,ug/m3,Industrial,Urban,-8.747,42.2029,26.0,Pontevedra,BUENA,1.071,83.59,23.013
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.096,ug/m3,Traffic,Urban,-3.6453,40.4081,685.0,Madrid,RAZONABLEMENTE BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,14.013,ug/m3,Background,Rural,-1.8687,38.1147,1.0,Murcia,BUENA,1.344,82.62,22.015
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.193,ug/m3,Background,Rural,1.7768,42.3683,1060.0,Lleida,BUENA,509.0,83.53,29.386
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,16.429,ug/m3,Traffic,Urban,-4.7303,41.6456,700.0,Valladolid,BUENA,501.0,84.62,28.079
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,12.37,ug/m3,Background,Suburban,-6.395,38.4292,551.0,Badajoz,BUENA,898.0,82.43,19.102
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,14.222,ug/m3,Background,Rural,-2.8569,41.7236,1017.0,Soria,BUENA,126.0,84.48,28.421
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.352,ug/m3,Industrial,Urban,-3.4588,40.3007,584.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,33.568,ug/m3,Background,Suburban,-8.4092,43.3828,25.0,A Coruna,RAZONABLEMENTE BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.017,ug/m3,Industrial,Suburban,-0.9144,37.602,60.0,Murcia,RAZONABLEMENTE BUENA,1.344,82.62,22.015
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.386,ug/m3,Industrial,Rural,0.53,40.5528,7.0,Tarragona,BUENA,757.0,83.3,30.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.466,ug/m3,Traffic,Urban,-3.7169,40.3145,622.0,Madrid,RAZONABLEMENTE BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.224,ug/m3,Background,Urban,-5.6796,43.2941,216.0,Asturias,RAZONABLEMENTE BUENA,1.446,82.84,23.22
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,18.775,ug/m3,Industrial,Rural,-2.059,42.34,380.0,La Rioja,BUENA,312.0,83.83,28.04
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.566,ug/m3,Traffic,Urban,-2.4904,43.0642,218.0,Gipuzkoa,BUENA,644.0,84.17,33.9
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.312,ug/m3,Industrial,Suburban,-6.8075,37.1338,31.0,Huelva,RAZONABLEMENTE BUENA,415.0,81.84,20.329
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,14.994,ug/m3,Background,Rural,-4.8448,36.9623,359.0,Malaga,BUENA,1.237,82.54,19.477
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,9.172,ug/m3,Industrial,Suburban,-7.8478,43.4539,362.0,A Coruna,BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,8.317,ug/m3,Industrial,Suburban,-7.4319,43.6844,100.0,Lugo,BUENA,498.0,83.71,23.836
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,29.181,ug/m3,Industrial,Suburban,2.1873,41.48,44.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,24.076,ug/m3,Traffic,Urban,-4.7801,37.8926,120.0,Cordoba,RAZONABLEMENTE BUENA,935.0,82.75,18.225
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.404,ug/m3,Background,Suburban,-5.596,43.2757,262.0,Asturias,RAZONABLEMENTE BUENA,1.446,82.84,23.22
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,25.188,ug/m3,Industrial,Suburban,-6.9045,37.1903,13.0,Huelva,RAZONABLEMENTE BUENA,415.0,81.84,20.329
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.788,ug/m3,Background,Urban,-4.0628,43.2644,88.0,Cantabria,RAZONABLEMENTE BUENA,563.0,83.58,24.515
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.277,ug/m3,Background,Urban,-3.7319,40.3947,625.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.83,ug/m3,Traffic,Urban,-5.6461,43.5378,19.0,Asturias,RAZONABLEMENTE BUENA,1.446,82.84,23.22
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.421,ug/m3,Background,Suburban,1.1518,41.1121,41.0,Tarragona,RAZONABLEMENTE BUENA,757.0,83.3,30.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,18.726,ug/m3,Background,Urban,-0.8936,41.6353,220.0,Zaragoza,BUENA,1.008,83.78,29.386
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,25.95,ug/m3,Background,Suburban,-3.9378,38.9939,635.0,Ciudad Real,RAZONABLEMENTE BUENA,794.0,82.98,22.264
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,11.732,ug/m3,Background,Urban,-0.8869,41.6752,200.0,Zaragoza,BUENA,1.008,83.78,29.386
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,14.147,ug/m3,Traffic,Urban,-0.4039,42.1361,488.0,Huesca,BUENA,216.0,84.14,29.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.082,ug/m3,Background,Urban,-3.2206,43.3825,20.0,Cantabria,BUENA,563.0,83.58,24.515
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.6,ug/m3,Traffic,Urban,-5.6735,43.5299,29.0,Asturias,BUENA,1.446,82.84,23.22
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,26.501,ug/m3,Traffic,Suburban,2.1838,41.5267,84.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,25.239,ug/m3,Traffic,Urban,-6.0031,37.3945,17.0,Sevilla,RAZONABLEMENTE BUENA,1.619,81.99,21.043
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.264,ug/m3,Traffic,Urban,2.8166,41.9764,73.0,Girona,RAZONABLEMENTE BUENA,629.0,83.15,28.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,18.096,ug/m3,Background,Suburban,-0.6256,39.5647,510.0,Valencia,BUENA,2.399,82.88,24.397
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.703,ug/m3,Industrial,Suburban,-8.5068,42.9092,320.0,A Coruna,RAZONABLEMENTE BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.612,ug/m3,Background,Suburban,1.9915,41.3031,25.0,Barcelona,BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.133,ug/m3,Industrial,Urban,-3.801,40.2815,674.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,17.966,ug/m3,Industrial,Suburban,-6.5847,42.5428,541.0,Leon,BUENA,760.0,83.62,21.919
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,17.275,ug/m3,Traffic,Urban,-2.0109,43.3094,3.0,Gipuzkoa,BUENA,644.0,84.17,33.9
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,13.438,ug/m3,Background,Suburban,-3.8689,40.4461,722.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.803,ug/m3,Traffic,Suburban,-2.9304,43.2985,21.0,Bizkaia,BUENA,1.18,83.65,31.944
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,14.414,ug/m3,Industrial,Rural,-1.628,42.074,383.0,Navarra,BUENA,529.0,84.55,32.136
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.468,ug/m3,Industrial,Urban,-0.1058,39.9417,60.0,Castellon/Castello,RAZONABLEMENTE BUENA,525.0,82.83,27.746
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,10.568,ug/m3,Background,Suburban,-6.1472,40.0778,181.0,Caceres,BUENA,578.0,83.47,21.163
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.345,ug/m3,Traffic,Suburban,-2.1914,43.0481,153.0,Gipuzkoa,RAZONABLEMENTE BUENA,644.0,84.17,33.9
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.285,ug/m3,Traffic,Urban,-0.3428,39.4575,7.0,Valencia,RAZONABLEMENTE BUENA,2.399,82.88,24.397
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,14.625,ug/m3,Traffic,Suburban,-2.9634,43.1441,122.0,Araba/Alava,BUENA,334.0,84.76,38.631
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,16.016,ug/m3,Traffic,Urban,-2.078,43.1308,90.0,Gipuzkoa,BUENA,644.0,84.17,33.9
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,28.914,ug/m3,Background,Suburban,2.2873,42.0033,460.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,24.358,ug/m3,Traffic,Urban,-6.9351,37.2534,18.0,Huelva,RAZONABLEMENTE BUENA,415.0,81.84,20.329
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,23.814,ug/m3,Background,Urban,-4.4475,36.7196,36.0,Malaga,RAZONABLEMENTE BUENA,1.237,82.54,19.477
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.272,ug/m3,Industrial,Suburban,-5.3914,36.2088,51.0,Cadiz,RAZONABLEMENTE BUENA,978.0,81.71,18.767
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.264,ug/m3,Background,Suburban,2.0138,41.3135,14.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,30.658,ug/m3,Background,Suburban,2.0977,41.3215,5.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,17.842,ug/m3,Background,Suburban,-0.2789,39.6847,54.0,Valencia,BUENA,2.399,82.88,24.397
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.504,ug/m3,Industrial,Rural,-2.239,42.44,336.0,La Rioja,BUENA,312.0,83.83,28.04
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,11.639,ug/m3,Industrial,Urban,-4.8408,42.7953,1120.0,Palencia,BUENA,279.0,83.3,27.505
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,24.74,ug/m3,Industrial,Urban,-6.8446,37.3154,23.0,Huelva,RAZONABLEMENTE BUENA,415.0,81.84,20.329
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.419,ug/m3,Background,Urban,-3.5806,40.4625,619.0,Madrid,RAZONABLEMENTE BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.854,ug/m3,Industrial,Urban,-2.9406,42.6881,471.0,Burgos,BUENA,473.0,84.52,29.798
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,17.663,ug/m3,Traffic,Urban,-3.6903,40.4397,676.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.45,ug/m3,Background,Rural,2.2507,41.7711,427.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.8,ug/m3,Background,Urban,1.2545,41.1201,53.0,Tarragona,RAZONABLEMENTE BUENA,757.0,83.3,30.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,12.944,ug/m3,Background,Suburban,-3.7492,40.42,645.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,6.621,ug/m3,Background,Rural,-8.9235,42.7208,686.0,A Coruna,BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,24.246,ug/m3,Traffic,Urban,2.2222,41.4256,7.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,11.924,ug/m3,Background,Suburban,-5.5664,42.5753,814.0,Leon,BUENA,760.0,83.62,21.919
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,7.103,ug/m3,Background,Rural,-5.8974,41.2389,1003.0,Salamanca,BUENA,541.0,84.69,21.588
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,23.041,ug/m3,Background,Urban,-6.2252,36.5228,1.0,Cadiz,RAZONABLEMENTE BUENA,978.0,81.71,18.767
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,12.417,ug/m3,Industrial,Suburban,-3.0741,43.3205,136.0,Bizkaia,BUENA,1.18,83.65,31.944
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,10.267,ug/m3,Background,Rural,-1.1008,39.0828,855.0,Valencia,BUENA,2.399,82.88,24.397
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.07,ug/m3,Background,Suburban,-2.173,42.898,530.0,Navarra,BUENA,529.0,84.55,32.136
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,23.767,ug/m3,Background,Urban,2.2482,41.4513,6.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.773,ug/m3,Traffic,Urban,-3.7545,40.3397,640.0,Madrid,RAZONABLEMENTE BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.505,ug/m3,Traffic,Urban,-0.7175,38.2592,99.0,Alicante/Alacant,RAZONABLEMENTE BUENA,1.593,83.09,20.263
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.044,ug/m3,Background,Urban,-6.1172,36.6885,62.0,Cadiz,RAZONABLEMENTE BUENA,978.0,81.71,18.767
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.166,ug/m3,Background,Suburban,2.2692,41.4815,111.0,Barcelona,BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,11.295,ug/m3,Background,Rural,-3.4679,40.909,995.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,16.935,ug/m3,Background,Suburban,-0.4578,39.15,60.0,Valencia,BUENA,2.399,82.88,24.397
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.317,ug/m3,Traffic,Urban,-3.5424,40.4306,594.0,Madrid,RAZONABLEMENTE BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,17.445,ug/m3,Industrial,Rural,-8.472,43.3353,240.0,A Coruna,BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,18.236,ug/m3,Industrial,Suburban,-5.9697,43.3457,89.0,Asturias,BUENA,1.446,82.84,23.22
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,10.084,ug/m3,Industrial,Suburban,-8.4716,43.1866,340.0,A Coruna,BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,9.853,ug/m3,Background,Rural,-3.9612,40.8251,1200.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,23.649,ug/m3,Traffic,Urban,-7.8779,42.353,132.0,Ourense,RAZONABLEMENTE BUENA,571.0,83.57,23.276
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.857,ug/m3,Background,Suburban,-4.7796,37.9027,152.0,Cordoba,RAZONABLEMENTE BUENA,935.0,82.75,18.225
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,16.013,ug/m3,Traffic,Urban,-4.7467,41.6206,690.0,Valladolid,BUENA,501.0,84.62,28.079
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.499,ug/m3,Industrial,Suburban,-8.4369,43.3774,130.0,A Coruna,RAZONABLEMENTE BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.884,ug/m3,Background,Rural,-3.5506,37.2369,1258.0,Granada,BUENA,883.0,82.43,19.091
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,11.179,ug/m3,Industrial,Suburban,0.0728,40.0622,50.0,Castellon/Castello,BUENA,525.0,82.83,27.746
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.682,ug/m3,Industrial,Urban,-0.638,38.4361,310.0,Alicante/Alacant,RAZONABLEMENTE BUENA,1.593,83.09,20.263
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,9.186,ug/m3,Background,Rural,-7.7046,42.6347,560.0,Lugo,BUENA,498.0,83.71,23.836
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.075,ug/m3,Industrial,Urban,-5.3484,36.1594,1.0,Cadiz,RAZONABLEMENTE BUENA,978.0,81.71,18.767
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,12.586,ug/m3,Industrial,Rural,-8.1944,43.177,380.0,A Coruna,BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,26.953,ug/m3,Traffic,Urban,-0.4472,39.4811,41.0,Valencia,RAZONABLEMENTE BUENA,2.399,82.88,24.397
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.483,ug/m3,Industrial,Rural,1.8566,41.2391,34.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.703,ug/m3,Background,Suburban,-6.2031,36.4606,35.0,Cadiz,RAZONABLEMENTE BUENA,978.0,81.71,18.767
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,18.418,ug/m3,Traffic,Urban,-8.5311,42.8878,260.0,A Coruna,BUENA,1.408,83.35,24.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.914,ug/m3,Background,Suburban,-5.6895,43.5229,40.0,Asturias,BUENA,1.446,82.84,23.22
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.86,ug/m3,Traffic,Urban,-0.19,38.9667,22.0,Valencia,BUENA,2.399,82.88,24.397
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,13.802,ug/m3,Background,Rural,-6.9233,38.4728,377.0,Badajoz,BUENA,898.0,82.43,19.102
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.872,ug/m3,Industrial,Suburban,2.0574,41.3866,81.0,Barcelona,BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,29.203,ug/m3,Industrial,Urban,-0.1897,40.0519,160.0,Castellon/Castello,RAZONABLEMENTE BUENA,525.0,82.83,27.746
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,29.191,ug/m3,Traffic,Suburban,-1.1459,37.9923,40.0,Murcia,RAZONABLEMENTE BUENA,1.344,82.62,22.015
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,28.071,ug/m3,Traffic,Suburban,2.0079,41.436,100.0,Barcelona,RAZONABLEMENTE BUENA,4.968,84.01,31.903
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.658,ug/m3,Background,Rural,-6.555,37.0519,35.0,Huelva,BUENA,415.0,81.84,20.329
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,34.896,ug/m3,Industrial,Urban,-3.0102,38.1744,691.0,Jaen,RAZONABLEMENTE BUENA,829.0,82.28,17.84
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,20.163,ug/m3,Background,Rural,0.8299,41.5441,255.0,Lleida,RAZONABLEMENTE BUENA,509.0,83.53,29.386
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,25.648,ug/m3,Background,Urban,-6.0056,37.3753,9.0,Sevilla,RAZONABLEMENTE BUENA,1.619,81.99,21.043
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.094,ug/m3,Industrial,Suburban,1.2008,41.1037,5.0,Tarragona,RAZONABLEMENTE BUENA,757.0,83.3,30.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,11.533,ug/m3,Background,Rural,0.2884,40.643,428.0,Tarragona,BUENA,757.0,83.3,30.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,23.585,ug/m3,Industrial,Urban,-0.1389,41.0542,340.0,Teruel,RAZONABLEMENTE BUENA,190.0,84.2,25.57
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.992,ug/m3,Background,Suburban,-4.4655,36.7296,86.0,Malaga,RAZONABLEMENTE BUENA,1.237,82.54,19.477
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,22.216,ug/m3,Industrial,Rural,-7.4494,42.7153,600.0,Lugo,RAZONABLEMENTE BUENA,498.0,83.71,23.836
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.345,ug/m3,Industrial,Rural,-1.81,42.307,460.0,Navarra,BUENA,529.0,84.55,32.136
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,24.141,ug/m3,Industrial,Suburban,-6.1145,36.6609,49.0,Cadiz,RAZONABLEMENTE BUENA,978.0,81.71,18.767
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.887,ug/m3,Background,Rural,3.3156,42.3192,75.0,Girona,BUENA,629.0,83.15,28.643
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,10.613,ug/m3,Industrial,Urban,-0.0564,39.9453,27.0,Castellon/Castello,BUENA,525.0,82.83,27.746
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,26.863,ug/m3,Industrial,Urban,-1.8954,36.9968,5.0,Almeria,RAZONABLEMENTE BUENA,541.0,81.93,22.268
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,14.36,ug/m3,Background,Suburban,-1.9791,37.193,380.0,Almeria,BUENA,541.0,81.93,22.268
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,16.631,ug/m3,Background,Suburban,-3.8768,40.3242,650.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,19.263,ug/m3,Traffic,Urban,-2.9457,43.2588,32.0,Bizkaia,BUENA,1.18,83.65,31.944
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.723,ug/m3,Traffic,Urban,-3.7739,40.6646,905.0,Madrid,BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,24.225,ug/m3,Industrial,Rural,-1.744,42.176,350.0,La Rioja,RAZONABLEMENTE BUENA,312.0,83.83,28.04
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,6.096,ug/m3,Traffic,Urban,-0.8619,41.6422,198.0,Zaragoza,BUENA,1.008,83.78,29.386
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,13.591,ug/m3,Traffic,Urban,-2.6678,42.8561,518.0,Araba/Alava,BUENA,334.0,84.76,38.631
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,21.522,ug/m3,Background,Suburban,-3.5429,40.3597,610.0,Madrid,RAZONABLEMENTE BUENA,6.67,84.93,36.613
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,15.788,ug/m3,Background,Suburban,-1.913,43.082,473.0,Navarra,BUENA,529.0,84.55,32.136
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2019-01-01,17.078,ug/m3,Industrial,Rural,0.9129,41.0095,60.0,Tarragona,BUENA,757.0,83.3,30.643
