Air Pollutant,Air Pollutant Description,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,Province,Quality,Respiratory_diseases_total,Life_expectancy_total,pib
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.81,ug/m3,Industrial,rural,-8.3187,43.2446,160.0,A Coruna,BUENA,1.249,79.75,13.634
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.772,ug/m3,Traffic,urban,-2.9544,42.6875,471.0,Burgos,BUENA,380.0,81.4,18.608
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,57.876,ug/m3,Traffic,urban,-3.8219,40.3519,695.0,Madrid,RAZONABLEMENTE BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,16.402,ug/m3,Traffic,suburban,-5.3837,36.2039,51.0,Cadiz,BUENA,744.0,77.84,12.979
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,27.472,ug/m3,Industrial,suburban,-5.7057,43.3069,218.0,Asturias,BUENA,1.159,79.5,14.34
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,48.143,ug/m3,Traffic,urban,-4.0428,43.3675,18.0,Cantabria,RAZONABLEMENTE BUENA,604.0,80.27,16.156
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,33.21,ug/m3,Traffic,urban,2.43,41.5408,28.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,30.077,ug/m3,Industrial,suburban,1.9232,41.4756,75.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,13.732,ug/m3,Traffic,urban,0.6157,41.6158,220.0,Lleida,BUENA,428.0,80.16,21.049
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,41.354,ug/m3,Traffic,urban,-3.6839,41.6711,865.0,Burgos,RAZONABLEMENTE BUENA,380.0,81.4,18.608
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,18.728,ug/m3,Industrial,suburban,1.2177,41.1549,56.0,Tarragona,BUENA,559.0,79.77,21.97
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,6.694,ug/m3,Industrial,rural,0.0847,40.6917,1200.0,Castellon/Castello,BUENA,487.0,78.98,19.504
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,39.028,ug/m3,Traffic,urban,-5.6461,43.5378,19.0,Asturias,BUENA,1.159,79.5,14.34
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,40.915,ug/m3,Traffic,urban,-4.4258,36.73,18.0,Malaga,RAZONABLEMENTE BUENA,1.0,78.26,13.067
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,25.87,ug/m3,Background,urban,-4.0642,43.3464,20.0,Cantabria,BUENA,604.0,80.27,16.156
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.37,ug/m3,Traffic,urban,1.7213,41.219,12.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,19.502,ug/m3,Industrial,rural,-0.9594,37.5642,5.0,Murcia,BUENA,998.0,78.95,14.704
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,34.459,ug/m3,Background,urban,-2.8862,43.2096,53.0,Bizkaia,BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.132,ug/m3,Industrial,rural,-0.2628,40.92,510.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,51.973,ug/m3,Traffic,urban,-4.5247,42.0036,739.0,Palencia,RAZONABLEMENTE BUENA,212.0,80.06,15.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,5.35,ug/m3,Background,rural,-1.0244,40.1022,1930.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,44.087,ug/m3,Traffic,urban,-2.9556,43.2661,81.0,Bizkaia,RAZONABLEMENTE BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,12.562,ug/m3,Industrial,rural,-5.4047,36.2044,23.0,Cadiz,BUENA,744.0,77.84,12.979
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,17.005,ug/m3,Industrial,suburban,-6.8886,37.2193,28.0,Huelva,BUENA,418.0,78.09,13.366
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,42.66,ug/m3,Industrial,urban,-3.801,40.2815,674.0,Madrid,RAZONABLEMENTE BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,41.353,ug/m3,Traffic,urban,-0.4933,38.3417,55.0,Alicante/Alacant,RAZONABLEMENTE BUENA,1.191,78.92,15.391
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,28.391,ug/m3,Industrial,urban,-5.3484,36.1594,1.0,Cadiz,BUENA,744.0,77.84,12.979
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,64.328,ug/m3,Traffic,urban,-0.3808,39.4683,11.0,Valencia,RAZONABLEMENTE BUENA,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,31.28,ug/m3,Industrial,urban,-3.6453,40.5404,671.0,Madrid,BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,36.968,ug/m3,Traffic,urban,-5.4506,36.135,17.0,Cadiz,BUENA,744.0,77.84,12.979
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,39.298,ug/m3,Traffic,urban,-2.6678,42.8561,518.0,Araba/Alava,BUENA,206.0,80.6,23.917
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,28.646,ug/m3,Traffic,urban,-5.6558,40.9653,797.0,Salamanca,BUENA,342.0,81.42,13.851
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,49.173,ug/m3,Traffic,urban,-5.5872,42.6039,838.0,Leon,RAZONABLEMENTE BUENA,592.0,80.45,14.196
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,52.802,ug/m3,Traffic,urban,-0.3758,39.4561,11.0,Valencia,RAZONABLEMENTE BUENA,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,42.756,ug/m3,Background,urban,2.1254,41.5127,131.0,Barcelona,RAZONABLEMENTE BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.644,ug/m3,Industrial,urban,-2.9406,42.6881,471.0,Burgos,BUENA,380.0,81.4,18.608
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,17.01,ug/m3,Industrial,rural,1.2367,41.1936,97.0,Tarragona,BUENA,559.0,79.77,21.97
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,8.074,ug/m3,Industrial,suburban,0.1969,41.9186,279.0,Huesca,BUENA,217.0,80.23,17.992
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,29.068,ug/m3,Industrial,suburban,1.1518,41.1121,41.0,Tarragona,BUENA,559.0,79.77,21.97
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,43.082,ug/m3,Traffic,urban,-2.078,43.1308,90.0,Gipuzkoa,RAZONABLEMENTE BUENA,547.0,80.18,21.983
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,12.405,ug/m3,Industrial,rural,-8.4964,43.0935,270.0,A Coruna,BUENA,1.249,79.75,13.634
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,25.624,ug/m3,Background,suburban,-2.3937,42.849,594.0,Araba/Alava,BUENA,206.0,80.6,23.917
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.266,ug/m3,Industrial,suburban,-3.1127,43.3207,30.0,Bizkaia,BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,21.123,ug/m3,Background,urban,-5.8728,43.3727,276.0,Asturias,BUENA,1.159,79.5,14.34
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,12.924,ug/m3,Industrial,rural,-8.472,43.3353,240.0,A Coruna,BUENA,1.249,79.75,13.634
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,2.527,ug/m3,Industrial,rural,-7.7377,43.5329,590.0,Lugo,BUENA,600.0,79.59,12.924
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,37.16,ug/m3,Background,urban,-6.0056,37.3753,9.0,Sevilla,BUENA,1.185,78.2,13.142
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.967,ug/m3,Background,rural,-7.7047,42.6347,506.0,Lugo,BUENA,600.0,79.59,12.924
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,18.122,ug/m3,Background,urban,-2.811,36.7697,97.0,Almeria,BUENA,452.0,78.33,16.053
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,27.609,ug/m3,Traffic,urban,2.8231,42.0186,55.0,Girona,BUENA,470.0,79.79,21.408
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,22.472,ug/m3,Industrial,suburban,-5.4808,36.1754,45.0,Cadiz,BUENA,744.0,77.84,12.979
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,79.116,ug/m3,Traffic,urban,-0.3522,39.4756,11.0,Valencia,RAZONABLEMENTE BUENA,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,9.096,ug/m3,Background,rural,-2.7032,43.4059,116.0,Bizkaia,BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,36.297,ug/m3,Traffic,urban,-4.7925,37.8828,107.0,Cordoba,BUENA,772.0,79.32,11.378
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.207,ug/m3,Industrial,suburban,2.2236,41.5289,112.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,31.649,ug/m3,Traffic,suburban,2.03,41.4883,123.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,34.752,ug/m3,Traffic,urban,-2.6807,42.8548,517.0,Araba/Alava,BUENA,206.0,80.6,23.917
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,3.82,ug/m3,Industrial,rural,-0.2494,40.8408,510.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.135,ug/m3,Industrial,suburban,-1.0647,37.6936,80.0,Murcia,BUENA,998.0,78.95,14.704
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,38.65,ug/m3,Traffic,urban,2.2503,41.9281,484.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.806,ug/m3,Industrial,suburban,-0.8444,40.8061,1100.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,10.146,ug/m3,Industrial,rural,-6.5475,42.8108,950.0,Leon,BUENA,592.0,80.45,14.196
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,25.361,ug/m3,Industrial,urban,2.0939,41.3333,5.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,26.58,ug/m3,Traffic,suburban,-3.0133,43.3542,64.0,Bizkaia,BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,20.1,ug/m3,Industrial,urban,-0.9803,37.6111,10.0,Murcia,BUENA,998.0,78.95,14.704
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,47.088,ug/m3,Traffic,urban,2.1331,41.3788,35.0,Barcelona,RAZONABLEMENTE BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,38.666,ug/m3,Industrial,suburban,2.3136,41.6011,145.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,15.565,ug/m3,Industrial,suburban,-4.8431,42.8281,1124.0,Palencia,BUENA,212.0,80.06,15.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,26.555,ug/m3,Industrial,suburban,2.4958,41.689,145.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,77.566,ug/m3,Traffic,urban,-0.8939,41.6392,214.0,Zaragoza,RAZONABLEMENTE BUENA,868.0,80.04,18.273
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,5.736,ug/m3,Background,rural,0.3728,40.5547,181.0,Castellon/Castello,BUENA,487.0,78.98,19.504
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,29.546,ug/m3,Traffic,urban,-3.6744,42.3511,929.0,Burgos,BUENA,380.0,81.4,18.608
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.799,ug/m3,Industrial,suburban,1.2397,41.1595,77.0,Tarragona,BUENA,559.0,79.77,21.97
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,8.17,ug/m3,Background,rural,0.7347,41.3939,470.0,Lleida,BUENA,428.0,80.16,21.049
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,1.684,ug/m3,Industrial,rural,-0.0575,40.8419,830.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,6.384,ug/m3,Background,rural,-0.1694,40.735,619.0,Castellon/Castello,BUENA,487.0,78.98,19.504
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,24.248,ug/m3,Industrial,rural,-5.3808,36.1862,15.0,Cadiz,BUENA,744.0,77.84,12.979
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,45.673,ug/m3,Traffic,urban,-5.9596,37.3843,29.0,Sevilla,RAZONABLEMENTE BUENA,1.185,78.2,13.142
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,24.413,ug/m3,Industrial,urban,-6.8446,37.3154,23.0,Huelva,BUENA,418.0,78.09,13.366
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,18.012,ug/m3,Background,urban,-3.2206,43.3825,20.0,Cantabria,BUENA,604.0,80.27,16.156
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,32.729,ug/m3,Background,urban,-0.4453,39.5061,40.0,Valencia,BUENA,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,20.377,ug/m3,Background,urban,-3.1716,40.6298,700.0,Guadalajara,BUENA,210.0,81.09,15.921
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,19.725,ug/m3,Industrial,suburban,-5.596,43.2757,262.0,Asturias,BUENA,1.159,79.5,14.34
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,40.959,ug/m3,Traffic,urban,-0.2731,39.675,46.0,Valencia,RAZONABLEMENTE BUENA,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,17.082,ug/m3,Traffic,rural,1.2114,41.1897,98.0,Tarragona,BUENA,559.0,79.77,21.97
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,3.555,ug/m3,Industrial,rural,-0.2356,40.9497,475.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,48.243,ug/m3,Traffic,urban,2.115,41.3705,29.0,Barcelona,RAZONABLEMENTE BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,6.547,ug/m3,Industrial,rural,-0.2189,41.2797,160.0,Zaragoza,BUENA,868.0,80.04,18.273
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,75.619,ug/m3,Traffic,urban,-3.6908,40.4378,669.0,Madrid,RAZONABLEMENTE BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,35.061,ug/m3,Traffic,urban,-3.7545,40.3397,640.0,Madrid,BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,41.768,ug/m3,Traffic,urban,2.2045,41.4039,3.0,Barcelona,RAZONABLEMENTE BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,92.473,ug/m3,Traffic,urban,-0.3919,39.4633,11.0,Valencia,REGULAR,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,18.554,ug/m3,Industrial,urban,-6.9422,37.2581,21.0,Huelva,BUENA,418.0,78.09,13.366
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,26.663,ug/m3,Industrial,urban,-6.9351,37.2534,18.0,Huelva,BUENA,418.0,78.09,13.366
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,32.699,ug/m3,Traffic,urban,-6.6003,42.5533,541.0,Leon,BUENA,592.0,80.45,14.196
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,24.153,ug/m3,Industrial,suburban,-6.9203,37.1998,8.0,Huelva,BUENA,418.0,78.09,13.366
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,34.256,ug/m3,Industrial,urban,-2.8837,43.2411,125.0,Bizkaia,BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.865,ug/m3,Industrial,rural,-0.1781,41.0531,395.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,22.145,ug/m3,Industrial,suburban,-4.1083,38.6807,675.0,Ciudad Real,BUENA,519.0,79.49,13.581
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,50.19,ug/m3,Traffic,urban,-0.3881,39.4814,11.0,Valencia,RAZONABLEMENTE BUENA,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.812,ug/m3,Industrial,rural,-0.3703,40.8947,625.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,6.327,ug/m3,Background,rural,-4.85,43.4392,134.0,Asturias,BUENA,1.159,79.5,14.34
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,43.157,ug/m3,Traffic,urban,-1.9607,43.322,23.0,Gipuzkoa,RAZONABLEMENTE BUENA,547.0,80.18,21.983
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,34.437,ug/m3,Background,urban,2.089,41.4768,113.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,57.724,ug/m3,Traffic,urban,2.2922,41.6167,145.0,Barcelona,RAZONABLEMENTE BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,58.957,ug/m3,Traffic,urban,-5.9864,37.4053,20.0,Sevilla,RAZONABLEMENTE BUENA,1.185,78.2,13.142
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.752,ug/m3,Background,rural,-4.2531,43.1533,650.0,Cantabria,BUENA,604.0,80.27,16.156
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,24.761,ug/m3,Background,urban,-5.6583,40.9497,797.0,Salamanca,BUENA,342.0,81.42,13.851
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,55.365,ug/m3,Traffic,urban,-3.6044,40.4503,637.0,Madrid,RAZONABLEMENTE BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,2.947,ug/m3,Background,rural,-3.1425,41.2742,1360.0,Guadalajara,BUENA,210.0,81.09,15.921
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,41.362,ug/m3,Industrial,urban,-1.8994,43.3144,23.0,Gipuzkoa,RAZONABLEMENTE BUENA,547.0,80.18,21.983
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,7.952,ug/m3,Industrial,suburban,-0.0361,39.9592,44.0,Castellon/Castello,BUENA,487.0,78.98,19.504
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,63.889,ug/m3,Traffic,urban,2.1534,41.3987,57.0,Barcelona,RAZONABLEMENTE BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,43.209,ug/m3,Traffic,urban,-3.6127,37.1961,689.0,Granada,RAZONABLEMENTE BUENA,693.0,78.92,11.482
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,6.659,ug/m3,Industrial,suburban,-0.9133,37.6033,60.0,Murcia,BUENA,998.0,78.95,14.704
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,36.004,ug/m3,Background,suburban,-3.7492,40.42,645.0,Madrid,BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,54.552,ug/m3,Industrial,suburban,2.2114,41.5356,65.0,Barcelona,RAZONABLEMENTE BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.361,ug/m3,Traffic,urban,-0.2347,39.6672,10.0,Valencia,BUENA,2.1,78.93,16.613
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,3.146,ug/m3,Background,rural,-4.3531,39.5211,1208.0,Toledo,BUENA,582.0,79.98,14.164
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,42.076,ug/m3,Traffic,urban,-4.6881,40.6586,1150.0,Avila,RAZONABLEMENTE BUENA,216.0,80.76,13.069
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,21.502,ug/m3,Industrial,suburban,-5.377,36.1794,9.0,Cadiz,BUENA,744.0,77.84,12.979
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.549,ug/m3,Background,rural,-3.2317,42.8752,911.0,Araba/Alava,BUENA,206.0,80.6,23.917
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,70.904,ug/m3,Traffic,urban,-3.6886,40.4683,729.0,Madrid,RAZONABLEMENTE BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,4.882,ug/m3,Industrial,rural,-0.2908,40.9467,570.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,28.744,ug/m3,Industrial,suburban,-3.0741,43.3205,136.0,Bizkaia,BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,2.677,ug/m3,Industrial,rural,-0.1136,40.9069,615.0,Teruel,BUENA,188.0,80.98,18.328
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,22.988,ug/m3,Industrial,suburban,-4.9092,41.3164,721.0,Valladolid,BUENA,381.0,80.69,17.165
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,33.287,ug/m3,Industrial,urban,-2.6379,43.1683,113.0,Bizkaia,BUENA,863.0,80.08,19.474
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,9.534,ug/m3,Industrial,rural,1.8592,42.1508,740.0,Barcelona,BUENA,3.854,79.87,20.798
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,51.922,ug/m3,Traffic,urban,-4.7744,37.8936,118.0,Cordoba,RAZONABLEMENTE BUENA,772.0,79.32,11.378
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,37.864,ug/m3,Traffic,suburban,-2.1914,43.0481,153.0,Gipuzkoa,BUENA,547.0,80.18,21.983
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,25.925,ug/m3,Background,urban,-1.6514,42.8072,449.0,Navarra,BUENA,488.0,81.01,21.747
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,12.614,ug/m3,Background,urban,-1.8521,38.9793,686.0,Albacete,BUENA,312.0,80.37,13.175
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,6.103,ug/m3,Industrial,rural,-0.1517,41.2589,160.0,Zaragoza,BUENA,868.0,80.04,18.273
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,42.024,ug/m3,Traffic,urban,-2.4694,36.8436,34.0,Almeria,RAZONABLEMENTE BUENA,452.0,78.33,16.053
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,37.424,ug/m3,Traffic,urban,-3.378,40.4793,589.0,Madrid,BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,3.924,ug/m3,Traffic,suburban,-0.8894,37.615,110.0,Murcia,BUENA,998.0,78.95,14.704
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,23.247,ug/m3,Industrial,urban,-4.1115,38.6893,705.0,Ciudad Real,BUENA,519.0,79.49,13.581
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,53.403,ug/m3,Traffic,urban,-4.4186,36.7222,14.0,Malaga,RAZONABLEMENTE BUENA,1.0,78.26,13.067
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,48.108,ug/m3,Traffic,urban,-3.7358,40.3097,667.0,Madrid,RAZONABLEMENTE BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,76.772,ug/m3,Traffic,urban,-3.6803,40.4217,679.0,Madrid,RAZONABLEMENTE BUENA,4.805,80.58,22.875
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,42.147,ug/m3,Industrial,urban,-4.4939,41.9228,720.0,Palencia,RAZONABLEMENTE BUENA,212.0,80.06,15.669
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,46.284,ug/m3,Traffic,urban,-5.8664,43.3583,267.0,Asturias,RAZONABLEMENTE BUENA,1.159,79.5,14.34
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,17.147,ug/m3,Traffic,suburban,1.1202,41.1508,102.0,Tarragona,BUENA,559.0,79.77,21.97
no2,Nitrogen dioxide (air),Annual mean / 1 calendar year,2001-01-01,28.149,ug/m3,Background,urban,-4.0636,43.3558,20.0,Cantabria,BUENA,604.0,80.27,16.156
