Province;Periodo;Respiratory_diseases_total;Life_expectancy_total
Navarra;1985-01-01;442,000;76,450
Navarra;1986-01-01;459,000;76,820
Navarra;1987-01-01;379,000;77,260
Navarra;1988-01-01;443,000;77,550
Navarra;1989-01-01;401,000;77,720
Navarra;1990-01-01;475,000;77,970
Navarra;1991-01-01;444,000;78,080
Navarra;1992-01-01;437,000;78,920
Navarra;1993-01-01;474,000;78,920
Navarra;1994-01-01;383,000;79,320
Navarra;1995-01-01;484,000;79,310
Navarra;1996-01-01;526,000;79,440
Navarra;1997-01-01;497,000;80,060
Navarra;1998-01-01;602,000;79,970
Navarra;1999-01-01;605,000;80,150
Navarra;2000-01-01;635,000;80,400
Navarra;2001-01-01;488,000;81,010
Navarra;2002-01-01;558,000;80,830
Navarra;2003-01-01;667,000;80,910
Navarra;2004-01-01;603,000;81,460
Navarra;2005-01-01;691,000;81,620
Navarra;2006-01-01;567,000;82,020
Navarra;2007-01-01;655,000;82,200
Navarra;2008-01-01;676,000;82,290
Navarra;2009-01-01;599,000;82,900
Navarra;2010-01-01;577,000;83,680
Navarra;2011-01-01;577,000;83,470
Navarra;2012-01-01;639,000;83,420
Navarra;2013-01-01;552,000;83,490
Navarra;2014-01-01;598,000;83,450
Navarra;2015-01-01;634,000;83,750
Navarra;2016-01-01;611,000;83,810
Navarra;2017-01-01;645,000;83,800
Navarra;2018-01-01;677,000;84,140
Navarra;2019-01-01;529,000;84,550
Navarra;2020-01-01;514,000;83,330
Navarra;2021-01-01;392,000;84,260
Navarra;2022-01-01;572,000;83,850
Navarra;2023-01-01;640,000;84,790
Ourense;1975-01-01;;73,470
Ourense;1976-01-01;;74,100
Ourense;1977-01-01;;74,650
Ourense;1978-01-01;;74,400
Ourense;1979-01-01;;75,020
Ourense;1980-01-01;432,000;75,440
Ourense;1981-01-01;414,000;76,080
Ourense;1982-01-01;350,000;76,540
Ourense;1983-01-01;413,000;76,680
Ourense;1984-01-01;419,000;76,480
Ourense;1985-01-01;468,000;76,890
Ourense;1986-01-01;408,000;76,700
Ourense;1987-01-01;383,000;77,130
Ourense;1988-01-01;438,000;77,830
Ourense;1989-01-01;420,000;77,280
Ourense;1990-01-01;479,000;77,210
Ourense;1991-01-01;459,000;77,960
Ourense;1992-01-01;411,000;78,120
Ourense;1993-01-01;476,000;78,020
Ourense;1994-01-01;458,000;78,430
Ourense;1995-01-01;556,000;78,580
Ourense;1996-01-01;502,000;78,340
Ourense;1997-01-01;564,000;79,170
Ourense;1998-01-01;557,000;79,230
Ourense;1999-01-01;628,000;80,060
Ourense;2000-01-01;622,000;79,900
Ourense;2001-01-01;532,000;80,670
Ourense;2002-01-01;614,000;80,700
Ourense;2003-01-01;640,000;80,500
Ourense;2004-01-01;550,000;81,320
Ourense;2005-01-01;663,000;81,030
Ourense;2006-01-01;541,000;81,180
Ourense;2007-01-01;635,000;81,460
Ourense;2008-01-01;599,000;81,430
Ourense;2009-01-01;593,000;82,240
Ourense;2010-01-01;585,000;82,220
Ourense;2011-01-01;557,000;81,900
Ourense;2012-01-01;590,000;82,390
Ourense;2013-01-01;492,000;82,630
Ourense;2014-01-01;516,000;83,660
Ourense;2015-01-01;598,000;83,200
Ourense;2016-01-01;555,000;83,040
Ourense;2017-01-01;680,000;83,770
Ourense;2018-01-01;662,000;83,300
Ourense;2019-01-01;571,000;83,570
Ourense;2020-01-01;524,000;83,060
Ourense;2021-01-01;406,000;83,520
Ourense;2022-01-01;491,000;83,580
Ourense;2023-01-01;555,000;83,510
Palencia;1975-01-01;;71,800
Palencia;1976-01-01;;72,270
Palencia;1977-01-01;;72,900
Palencia;1978-01-01;;73,550
Palencia;1979-01-01;;73,730
Palencia;1980-01-01;153,000;74,470
Palencia;1981-01-01;205,000;74,500
Palencia;1982-01-01;181,000;75,600
Palencia;1983-01-01;226,000;76,420
Palencia;1984-01-01;175,000;75,890
Palencia;1985-01-01;207,000;76,120
Palencia;1986-01-01;192,000;76,650
Palencia;1987-01-01;166,000;76,650
Palencia;1988-01-01;201,000;77,760
Palencia;1989-01-01;213,000;76,860
Palencia;1990-01-01;218,000;76,960
Palencia;1991-01-01;204,000;77,600
Palencia;1992-01-01;213,000;77,650
Palencia;1993-01-01;223,000;77,530
Palencia;1994-01-01;167,000;78,760
Palencia;1995-01-01;195,000;79,270
Palencia;1996-01-01;202,000;78,640
Palencia;1997-01-01;206,000;79,280
Palencia;1998-01-01;225,000;79,280
Palencia;1999-01-01;254,000;78,990
Palencia;2000-01-01;253,000;79,470
Palencia;2001-01-01;212,000;80,060
Palencia;2002-01-01;215,000;80,000
Palencia;2003-01-01;217,000;80,270
Palencia;2004-01-01;199,000;81,070
Palencia;2005-01-01;287,000;80,740
Palencia;2006-01-01;192,000;81,130
Palencia;2007-01-01;243,000;80,960
Palencia;2008-01-01;216,000;82,220
Palencia;2009-01-01;191,000;81,320
Palencia;2010-01-01;192,000;81,930
Palencia;2011-01-01;206,000;82,290
Palencia;2012-01-01;255,000;82,400
Palencia;2013-01-01;211,000;83,180
Palencia;2014-01-01;234,000;82,180
Palencia;2015-01-01;261,000;83,000
Palencia;2016-01-01;296,000;83,150
Palencia;2017-01-01;293,000;83,160
Palencia;2018-01-01;322,000;82,850
Palencia;2019-01-01;279,000;83,300
Palencia;2020-01-01;215,000;81,170
Palencia;2021-01-01;155,000;82,480
Palencia;2022-01-01;198,000;82,270
Palencia;2023-01-01;243,000;84,040
Pontevedra;1975-01-01;;72,780
Pontevedra;1976-01-01;;72,700
Pontevedra;1977-01-01;;72,820
Pontevedra;1978-01-01;;73,400
Pontevedra;1979-01-01;;73,660
Pontevedra;1980-01-01;622,000;74,580
Pontevedra;1981-01-01;594,000;74,750
Pontevedra;1982-01-01;554,000;75,350
Pontevedra;1983-01-01;661,000;75,340
Pontevedra;1984-01-01;555,000;75,720
Pontevedra;1985-01-01;656,000;75,730
Pontevedra;1986-01-01;617,000;75,300
Pontevedra;1987-01-01;500,000;76,190
Pontevedra;1988-01-01;615,000;76,270
Pontevedra;1989-01-01;633,000;76,270
Pontevedra;1990-01-01;725,000;76,090
Pontevedra;1991-01-01;752,000;76,720
Pontevedra;1992-01-01;723,000;77,350
Pontevedra;1993-01-01;701,000;77,230
Pontevedra;1994-01-01;741,000;77,630
Pontevedra;1995-01-01;842,000;77,850
Pontevedra;1996-01-01;824,000;77,800
Pontevedra;1997-01-01;806,000;78,390
Pontevedra;1998-01-01;902,000;78,840
Pontevedra;1999-01-01;1088,000;79,160
Pontevedra;2000-01-01;1074,000;79,180
Pontevedra;2001-01-01;917,000;79,710
Pontevedra;2002-01-01;1045,000;79,780
Pontevedra;2003-01-01;1090,000;79,950
Pontevedra;2004-01-01;936,000;80,560
Pontevedra;2005-01-01;997,000;80,410
Pontevedra;2006-01-01;969,000;80,730
Pontevedra;2007-01-01;1024,000;80,900
Pontevedra;2008-01-01;1006,000;81,390
Pontevedra;2009-01-01;1061,000;81,530
Pontevedra;2010-01-01;929,000;81,970
Pontevedra;2011-01-01;961,000;82,180
Pontevedra;2012-01-01;1005,000;82,200
Pontevedra;2013-01-01;899,000;82,790
Pontevedra;2014-01-01;959,000;83,070
Pontevedra;2015-01-01;1151,000;82,780
Pontevedra;2016-01-01;1033,000;82,650
Pontevedra;2017-01-01;1166,000;83,020
Pontevedra;2018-01-01;1279,000;83,440
Pontevedra;2019-01-01;1071,000;83,590
Pontevedra;2020-01-01;893,000;83,400
Pontevedra;2021-01-01;800,000;83,650
Pontevedra;2022-01-01;1050,000;83,260
Pontevedra;2023-01-01;1124,000;83,620
Salamanca;1975-01-01;;74,760
Salamanca;1976-01-01;;74,460
Salamanca;1977-01-01;;75,610
Salamanca;1978-01-01;;75,730
Salamanca;1979-01-01;;76,300
Salamanca;1980-01-01;250,000;77,480
Salamanca;1981-01-01;253,000;77,720
Salamanca;1982-01-01;268,000;78,200
Salamanca;1983-01-01;355,000;77,550
Salamanca;1984-01-01;276,000;77,690
Salamanca;1985-01-01;346,000;77,890
Salamanca;1986-01-01;335,000;78,560
Salamanca;1987-01-01;312,000;78,260
Salamanca;1988-01-01;332,000;78,070
Salamanca;1989-01-01;327,000;78,350
Salamanca;1990-01-01;417,000;78,290
Salamanca;1991-01-01;358,000;78,530
Salamanca;1992-01-01;340,000;79,240
Salamanca;1993-01-01;333,000;79,070
Salamanca;1994-01-01;345,000;80,000
Salamanca;1995-01-01;345,000;79,900
Salamanca;1996-01-01;405,000;79,680
Salamanca;1997-01-01;382,000;80,080
Salamanca;1998-01-01;437,000;79,990
Salamanca;1999-01-01;455,000;80,220
Salamanca;2000-01-01;393,000;80,940
Salamanca;2001-01-01;342,000;81,420
Salamanca;2002-01-01;417,000;80,850
Salamanca;2003-01-01;433,000;80,850
Salamanca;2004-01-01;411,000;82,480
Salamanca;2005-01-01;448,000;82,240
Salamanca;2006-01-01;376,000;82,750
Salamanca;2007-01-01;365,000;82,600
Salamanca;2008-01-01;386,000;82,790
Salamanca;2009-01-01;382,000;82,960
Salamanca;2010-01-01;413,000;83,680
Salamanca;2011-01-01;443,000;83,940
Salamanca;2012-01-01;483,000;83,770
Salamanca;2013-01-01;437,000;84,310
Salamanca;2014-01-01;390,000;84,580
Salamanca;2015-01-01;518,000;84,580
Salamanca;2016-01-01;464,000;84,470
Salamanca;2017-01-01;537,000;84,410
Salamanca;2018-01-01;568,000;84,680
Salamanca;2019-01-01;541,000;84,690
Salamanca;2020-01-01;402,000;82,530
Salamanca;2021-01-01;283,000;84,730
Salamanca;2022-01-01;398,000;84,120
Salamanca;2023-01-01;358,000;85,400
Santa Cruz de Tenerife;1975-01-01;;73,770
Santa Cruz de Tenerife;1976-01-01;;73,430
Santa Cruz de Tenerife;1977-01-01;;74,450
Santa Cruz de Tenerife;1978-01-01;;73,930
Santa Cruz de Tenerife;1979-01-01;;74,200
Santa Cruz de Tenerife;1980-01-01;303,000;74,780
Santa Cruz de Tenerife;1981-01-01;354,000;74,690
Santa Cruz de Tenerife;1982-01-01;309,000;75,430
Santa Cruz de Tenerife;1983-01-01;356,000;75,590
Santa Cruz de Tenerife;1984-01-01;329,000;75,010
Santa Cruz de Tenerife;1985-01-01;378,000;75,610
Santa Cruz de Tenerife;1986-01-01;344,000;75,850
Santa Cruz de Tenerife;1987-01-01;399,000;75,820
Santa Cruz de Tenerife;1988-01-01;389,000;75,710
Santa Cruz de Tenerife;1989-01-01;433,000;75,900
Santa Cruz de Tenerife;1990-01-01;467,000;76,440
Santa Cruz de Tenerife;1991-01-01;444,000;77,190
Santa Cruz de Tenerife;1992-01-01;447,000;77,170
Santa Cruz de Tenerife;1993-01-01;505,000;77,140
Santa Cruz de Tenerife;1994-01-01;457,000;77,660
Santa Cruz de Tenerife;1995-01-01;367,000;78,000
Santa Cruz de Tenerife;1996-01-01;484,000;77,340
Santa Cruz de Tenerife;1997-01-01;509,000;77,940
Santa Cruz de Tenerife;1998-01-01;644,000;77,520
Santa Cruz de Tenerife;1999-01-01;688,000;78,180
Santa Cruz de Tenerife;2000-01-01;665,000;78,010
Santa Cruz de Tenerife;2001-01-01;613,000;78,560
Santa Cruz de Tenerife;2002-01-01;570,000;79,340
Santa Cruz de Tenerife;2003-01-01;520,000;79,000
Santa Cruz de Tenerife;2004-01-01;531,000;78,880
Santa Cruz de Tenerife;2005-01-01;598,000;79,380
Santa Cruz de Tenerife;2006-01-01;607,000;79,730
Santa Cruz de Tenerife;2007-01-01;628,000;79,620
Santa Cruz de Tenerife;2008-01-01;633,000;80,250
Santa Cruz de Tenerife;2009-01-01;702,000;80,970
Santa Cruz de Tenerife;2010-01-01;609,000;81,480
Santa Cruz de Tenerife;2011-01-01;748,000;81,310
Santa Cruz de Tenerife;2012-01-01;822,000;81,570
Santa Cruz de Tenerife;2013-01-01;832,000;82,250
Santa Cruz de Tenerife;2014-01-01;950,000;81,950
Santa Cruz de Tenerife;2015-01-01;1080,000;81,750
Santa Cruz de Tenerife;2016-01-01;1065,000;82,100
Santa Cruz de Tenerife;2017-01-01;1132,000;82,270
Santa Cruz de Tenerife;2018-01-01;1302,000;81,900
Santa Cruz de Tenerife;2019-01-01;1170,000;82,560
Santa Cruz de Tenerife;2020-01-01;997,000;82,630
Santa Cruz de Tenerife;2021-01-01;961,000;82,300
Santa Cruz de Tenerife;2022-01-01;1106,000;82,010
Santa Cruz de Tenerife;2023-01-01;1097,000;82,850
Segovia;1975-01-01;;74,270
Segovia;1976-01-01;;75,400
Segovia;1977-01-01;;74,800
Segovia;1978-01-01;;75,460
Segovia;1979-01-01;;76,040
Segovia;1980-01-01;124,000;76,200
Segovia;1981-01-01;137,000;75,570
Segovia;1982-01-01;107,000;77,100
Segovia;1983-01-01;127,000;78,000
Segovia;1984-01-01;119,000;77,350
Segovia;1985-01-01;139,000;76,730
Segovia;1986-01-01;114,000;78,670
Segovia;1987-01-01;110,000;78,760
Segovia;1988-01-01;113,000;78,420
Segovia;1989-01-01;132,000;78,600
Segovia;1990-01-01;163,000;78,780
Segovia;1991-01-01;134,000;80,130
Segovia;1992-01-01;151,000;79,470
Segovia;1993-01-01;154,000;79,670
Segovia;1994-01-01;139,000;79,920
Segovia;1995-01-01;133,000;80,750
Segovia;1996-01-01;166,000;80,490
Segovia;1997-01-01;145,000;80,650
Segovia;1998-01-01;157,000;81,140
Segovia;1999-01-01;218,000;80,770
Segovia;2000-01-01;169,000;81,340
Segovia;2001-01-01;152,000;81,700
Segovia;2002-01-01;174,000;81,360
Segovia;2003-01-01;199,000;81,420
Segovia;2004-01-01;173,000;81,280
Segovia;2005-01-01;221,000;81,960
Segovia;2006-01-01;157,000;82,500
Segovia;2007-01-01;189,000;82,470
Segovia;2008-01-01;176,000;82,850
Segovia;2009-01-01;200,000;83,120
Segovia;2010-01-01;192,000;83,350
Segovia;2011-01-01;208,000;83,400
Segovia;2012-01-01;231,000;83,640
Segovia;2013-01-01;199,000;83,760
Segovia;2014-01-01;208,000;84,090
Segovia;2015-01-01;224,000;83,280
Segovia;2016-01-01;210,000;84,010
Segovia;2017-01-01;217,000;83,920
Segovia;2018-01-01;244,000;83,940
Segovia;2019-01-01;225,000;84,700
Segovia;2020-01-01;184,000;81,490
Segovia;2021-01-01;132,000;84,060
Segovia;2022-01-01;175,000;84,410
Segovia;2023-01-01;165,000;83,920
Sevilla;1975-01-01;;73,010
Sevilla;1976-01-01;;72,780
Sevilla;1977-01-01;;73,480
Sevilla;1978-01-01;;73,420
Sevilla;1979-01-01;;73,900
Sevilla;1980-01-01;1004,000;74,210
Sevilla;1981-01-01;1101,000;74,110
Sevilla;1982-01-01;1163,000;74,580
Sevilla;1983-01-01;1097,000;74,900
Sevilla;1984-01-01;1028,000;75,270
Sevilla;1985-01-01;1151,000;75,100
Sevilla;1986-01-01;1217,000;75,430
Sevilla;1987-01-01;1221,000;75,510
Sevilla;1988-01-01;1366,000;75,510
Sevilla;1989-01-01;1301,000;75,610
Sevilla;1990-01-01;1379,000;75,730
Sevilla;1991-01-01;1250,000;75,710
Sevilla;1992-01-01;1174,000;76,180
Sevilla;1993-01-01;1215,000;76,480
Sevilla;1994-01-01;1229,000;76,870
Sevilla;1995-01-01;1330,000;76,760
Sevilla;1996-01-01;1232,000;77,070
Sevilla;1997-01-01;1238,000;77,520
Sevilla;1998-01-01;1427,000;77,220
Sevilla;1999-01-01;1539,000;77,230
Sevilla;2000-01-01;1333,000;78,010
Sevilla;2001-01-01;1185,000;78,200
Sevilla;2002-01-01;1280,000;78,350
Sevilla;2003-01-01;1197,000;78,030
Sevilla;2004-01-01;1081,000;78,650
Sevilla;2005-01-01;1408,000;78,870
Sevilla;2006-01-01;1176,000;79,260
Sevilla;2007-01-01;1323,000;79,410
Sevilla;2008-01-01;1434,000;79,560
Sevilla;2009-01-01;1344,000;80,080
Sevilla;2010-01-01;1212,000;80,380
Sevilla;2011-01-01;1398,000;80,590
Sevilla;2012-01-01;1535,000;80,790
Sevilla;2013-01-01;1278,000;81,360
Sevilla;2014-01-01;1320,000;81,590
Sevilla;2015-01-01;1720,000;81,090
Sevilla;2016-01-01;1509,000;81,730
Sevilla;2017-01-01;1680,000;81,390
Sevilla;2018-01-01;1762,000;81,830
Sevilla;2019-01-01;1619,000;81,990
Sevilla;2020-01-01;1413,000;81,390
Sevilla;2021-01-01;1252,000;81,440
Sevilla;2022-01-01;1596,000;81,740
Sevilla;2023-01-01;1725,000;82,580
Soria;1975-01-01;;75,880
Soria;1976-01-01;;76,100
Soria;1977-01-01;;75,530
Soria;1978-01-01;;75,550
Soria;1979-01-01;;76,350
Soria;1980-01-01;88,000;76,090
Soria;1981-01-01;99,000;77,420
Soria;1982-01-01;80,000;77,730
Soria;1983-01-01;92,000;79,080
Soria;1984-01-01;82,000;78,360
Soria;1985-01-01;100,000;78,560
Soria;1986-01-01;99,000;78,660
Soria;1987-01-01;99,000;79,100
Soria;1988-01-01;141,000;78,320
Soria;1989-01-01;104,000;78,560
Soria;1990-01-01;101,000;79,990
Soria;1991-01-01;111,000;79,940
Soria;1992-01-01;95,000;80,180
Soria;1993-01-01;100,000;80,390
Soria;1994-01-01;108,000;81,590
Soria;1995-01-01;124,000;80,290
Soria;1996-01-01;112,000;80,540
Soria;1997-01-01;119,000;81,720
Soria;1998-01-01;133,000;81,300
Soria;1999-01-01;140,000;81,320
Soria;2000-01-01;133,000;80,700
Soria;2001-01-01;80,000;83,280
Soria;2002-01-01;125,000;82,130
Soria;2003-01-01;104,000;82,820
Soria;2004-01-01;131,000;80,890
Soria;2005-01-01;140,000;81,710
Soria;2006-01-01;111,000;82,210
Soria;2007-01-01;120,000;82,420
Soria;2008-01-01;137,000;82,790
Soria;2009-01-01;130,000;83,360
Soria;2010-01-01;119,000;83,850
Soria;2011-01-01;121,000;84,000
Soria;2012-01-01;135,000;83,640
Soria;2013-01-01;122,000;84,450
Soria;2014-01-01;122,000;84,020
Soria;2015-01-01;146,000;84,050
Soria;2016-01-01;147,000;83,020
Soria;2017-01-01;149,000;84,780
Soria;2018-01-01;144,000;84,520
Soria;2019-01-01;126,000;84,480
Soria;2020-01-01;117,000;82,260
Soria;2021-01-01;84,000;83,630
Soria;2022-01-01;90,000;83,290
Soria;2023-01-01;124,000;84,730
Tarragona;1975-01-01;;72,980
Tarragona;1976-01-01;;73,380
Tarragona;1977-01-01;;73,890
Tarragona;1978-01-01;;73,900
Tarragona;1979-01-01;;75,150
Tarragona;1980-01-01;457,000;75,090
Tarragona;1981-01-01;509,000;75,450
Tarragona;1982-01-01;394,000;76,340
Tarragona;1983-01-01;377,000;75,810
Tarragona;1984-01-01;335,000;76,480
Tarragona;1985-01-01;432,000;76,430
Tarragona;1986-01-01;403,000;77,010
Tarragona;1987-01-01;439,000;77,300
Tarragona;1988-01-01;370,000;77,190
Tarragona;1989-01-01;459,000;77,090
Tarragona;1990-01-01;509,000;76,690
Tarragona;1991-01-01;443,000;77,530
Tarragona;1992-01-01;427,000;77,680
Tarragona;1993-01-01;484,000;77,750
Tarragona;1994-01-01;492,000;78,100
Tarragona;1995-01-01;521,000;78,130
Tarragona;1996-01-01;514,000;78,720
Tarragona;1997-01-01;567,000;78,800
Tarragona;1998-01-01;577,000;79,020
Tarragona;1999-01-01;714,000;78,550
Tarragona;2000-01-01;630,000;79,200
Tarragona;2001-01-01;559,000;79,770
Tarragona;2002-01-01;592,000;79,530
Tarragona;2003-01-01;611,000;79,610
Tarragona;2004-01-01;580,000;80,160
Tarragona;2005-01-01;699,000;80,040
Tarragona;2006-01-01;549,000;80,740
Tarragona;2007-01-01;696,000;80,930
Tarragona;2008-01-01;688,000;81,130
Tarragona;2009-01-01;687,000;81,490
Tarragona;2010-01-01;622,000;82,000
Tarragona;2011-01-01;718,000;82,240
Tarragona;2012-01-01;729,000;82,050
Tarragona;2013-01-01;625,000;82,520
Tarragona;2014-01-01;690,000;82,850
Tarragona;2015-01-01;794,000;82,520
Tarragona;2016-01-01;758,000;82,830
Tarragona;2017-01-01;808,000;83,030
Tarragona;2018-01-01;923,000;82,760
Tarragona;2019-01-01;757,000;83,300
Tarragona;2020-01-01;655,000;82,200
Tarragona;2021-01-01;562,000;82,940
Tarragona;2022-01-01;695,000;82,860
Tarragona;2023-01-01;771,000;83,240
Teruel;1975-01-01;;74,410
Teruel;1976-01-01;;74,780
Teruel;1977-01-01;;75,080
Teruel;1978-01-01;;76,030
Teruel;1979-01-01;;76,440
Teruel;1980-01-01;201,000;76,800
Teruel;1981-01-01;192,000;77,080
Teruel;1982-01-01;164,000;77,410
Teruel;1983-01-01;195,000;77,130
Teruel;1984-01-01;202,000;77,440
Teruel;1985-01-01;200,000;78,420
Teruel;1986-01-01;196,000;77,620
Teruel;1987-01-01;168,000;78,660
Teruel;1988-01-01;157,000;79,170
Teruel;1989-01-01;154,000;78,430
Teruel;1990-01-01;162,000;79,020
Teruel;1991-01-01;199,000;78,920
Teruel;1992-01-01;187,000;79,530
Teruel;1993-01-01;190,000;79,840
Teruel;1994-01-01;188,000;79,950
Teruel;1995-01-01;170,000;79,440
Teruel;1996-01-01;215,000;80,760
Teruel;1997-01-01;218,000;79,110
Teruel;1998-01-01;215,000;79,880
Teruel;1999-01-01;196,000;79,700
Teruel;2000-01-01;220,000;80,600
Teruel;2001-01-01;188,000;80,980
Teruel;2002-01-01;222,000;81,170
Teruel;2003-01-01;249,000;80,680
Teruel;2004-01-01;200,000;81,070
Teruel;2005-01-01;203,000;81,010
Teruel;2006-01-01;156,000;81,870
Teruel;2007-01-01;185,000;81,680
Teruel;2008-01-01;170,000;82,500
Teruel;2009-01-01;160,000;82,220
Teruel;2010-01-01;190,000;82,420
Teruel;2011-01-01;179,000;82,540
Teruel;2012-01-01;185,000;83,100
Teruel;2013-01-01;176,000;83,020
Teruel;2014-01-01;195,000;83,130
Teruel;2015-01-01;206,000;83,010
Teruel;2016-01-01;192,000;83,720
Teruel;2017-01-01;202,000;83,560
Teruel;2018-01-01;201,000;83,570
Teruel;2019-01-01;190,000;84,200
Teruel;2020-01-01;187,000;82,650
Teruel;2021-01-01;126,000;83,690
Teruel;2022-01-01;191,000;83,140
Teruel;2023-01-01;153,000;84,170
Toledo;1975-01-01;;74,490
Toledo;1976-01-01;;74,550
Toledo;1977-01-01;;75,480
Toledo;1978-01-01;;75,550
Toledo;1979-01-01;;75,740
Toledo;1980-01-01;409,000;76,380
Toledo;1981-01-01;428,000;76,490
Toledo;1982-01-01;376,000;77,450
Toledo;1983-01-01;443,000;77,300
Toledo;1984-01-01;406,000;77,220
Toledo;1985-01-01;442,000;77,140
Toledo;1986-01-01;395,000;77,640
Toledo;1987-01-01;390,000;77,780
Toledo;1988-01-01;385,000;78,160
Toledo;1989-01-01;448,000;77,590
Toledo;1990-01-01;496,000;78,040
Toledo;1991-01-01;434,000;78,290
Toledo;1992-01-01;461,000;78,420
Toledo;1993-01-01;511,000;78,480
Toledo;1994-01-01;464,000;78,890
Toledo;1995-01-01;531,000;78,900
Toledo;1996-01-01;517,000;79,070
Toledo;1997-01-01;473,000;79,820
Toledo;1998-01-01;559,000;79,950
Toledo;1999-01-01;684,000;79,680
Toledo;2000-01-01;568,000;80,220
Toledo;2001-01-01;582,000;79,980
Toledo;2002-01-01;640,000;80,640
Toledo;2003-01-01;659,000;80,560
Toledo;2004-01-01;582,000;81,060
Toledo;2005-01-01;786,000;80,820
Toledo;2006-01-01;697,000;81,880
Toledo;2007-01-01;753,000;81,310
Toledo;2008-01-01;709,000;81,940
Toledo;2009-01-01;733,000;82,440
Toledo;2010-01-01;680,000;82,830
Toledo;2011-01-01;714,000;83,210
Toledo;2012-01-01;819,000;83,180
Toledo;2013-01-01;666,000;83,460
Toledo;2014-01-01;678,000;83,800
Toledo;2015-01-01;859,000;83,140
Toledo;2016-01-01;877,000;83,550
Toledo;2017-01-01;995,000;82,810
Toledo;2018-01-01;911,000;83,650
Toledo;2019-01-01;791,000;83,790
Toledo;2020-01-01;739,000;81,560
Toledo;2021-01-01;616,000;82,960
Toledo;2022-01-01;666,000;83,770
Toledo;2023-01-01;798,000;84,290
Valencia;1975-01-01;;72,790
Valencia;1976-01-01;;73,060
Valencia;1977-01-01;;73,330
Valencia;1978-01-01;;73,260
Valencia;1979-01-01;;73,800
Valencia;1980-01-01;1546,000;74,130
Valencia;1981-01-01;1746,000;74,540
Valencia;1982-01-01;1453,000;74,970
Valencia;1983-01-01;1684,000;75,070
Valencia;1984-01-01;1495,000;75,560
Valencia;1985-01-01;1820,000;75,450
Valencia;1986-01-01;1711,000;75,730
Valencia;1987-01-01;1476,000;75,730
Valencia;1988-01-01;1653,000;75,620
Valencia;1989-01-01;1645,000;75,660
Valencia;1990-01-01;1674,000;76,050
Valencia;1991-01-01;1720,000;76,180
Valencia;1992-01-01;1656,000;76,270
Valencia;1993-01-01;1776,000;76,770
Valencia;1994-01-01;1781,000;76,850
Valencia;1995-01-01;1756,000;77,360
Valencia;1996-01-01;2006,000;77,290
Valencia;1997-01-01;2105,000;77,560
Valencia;1998-01-01;2238,000;78,200
Valencia;1999-01-01;2711,000;77,910
Valencia;2000-01-01;2187,000;78,600
Valencia;2001-01-01;2100,000;78,930
Valencia;2002-01-01;2530,000;78,780
Valencia;2003-01-01;2400,000;78,810
Valencia;2004-01-01;2067,000;79,540
Valencia;2005-01-01;2555,000;79,380
Valencia;2006-01-01;2187,000;80,140
Valencia;2007-01-01;2418,000;80,130
Valencia;2008-01-01;2336,000;80,520
Valencia;2009-01-01;2387,000;80,910
Valencia;2010-01-01;2144,000;81,080
Valencia;2011-01-01;2326,000;81,420
Valencia;2012-01-01;2470,000;81,610
Valencia;2013-01-01;2151,000;82,180
Valencia;2014-01-01;2302,000;82,190
Valencia;2015-01-01;2675,000;81,960
Valencia;2016-01-01;2255,000;82,310
Valencia;2017-01-01;2642,000;82,260
Valencia;2018-01-01;2840,000;82,450
Valencia;2019-01-01;2399,000;82,880
Valencia;2020-01-01;2101,000;82,160
Valencia;2021-01-01;1768,000;82,220
Valencia;2022-01-01;2309,000;82,340
Valencia;2023-01-01;2428,000;82,970
Valladolid;1975-01-01;;74,110
Valladolid;1976-01-01;;73,980
Valladolid;1977-01-01;;74,680
Valladolid;1978-01-01;;75,290
Valladolid;1979-01-01;;76,320
Valladolid;1980-01-01;290,000;76,570
Valladolid;1981-01-01;283,000;77,560
Valladolid;1982-01-01;251,000;78,210
Valladolid;1983-01-01;269,000;77,940
Valladolid;1984-01-01;266,000;78,130
Valladolid;1985-01-01;280,000;78,360
Valladolid;1986-01-01;289,000;78,640
Valladolid;1987-01-01;328,000;78,200
Valladolid;1988-01-01;289,000;78,080
Valladolid;1989-01-01;322,000;78,120
Valladolid;1990-01-01;361,000;78,420
Valladolid;1991-01-01;360,000;78,420
Valladolid;1992-01-01;323,000;78,800
Valladolid;1993-01-01;372,000;78,990
Valladolid;1994-01-01;315,000;79,470
Valladolid;1995-01-01;342,000;79,230
Valladolid;1996-01-01;370,000;79,370
Valladolid;1997-01-01;407,000;79,840
Valladolid;1998-01-01;413,000;79,710
Valladolid;1999-01-01;479,000;80,140
Valladolid;2000-01-01;449,000;80,300
Valladolid;2001-01-01;381,000;80,690
Valladolid;2002-01-01;437,000;80,610
Valladolid;2003-01-01;456,000;80,780
Valladolid;2004-01-01;417,000;80,920
Valladolid;2005-01-01;526,000;80,940
Valladolid;2006-01-01;413,000;81,610
Valladolid;2007-01-01;471,000;81,930
Valladolid;2008-01-01;498,000;81,880
Valladolid;2009-01-01;518,000;82,660
Valladolid;2010-01-01;494,000;82,470
Valladolid;2011-01-01;481,000;83,040
Valladolid;2012-01-01;555,000;83,160
Valladolid;2013-01-01;471,000;83,690
Valladolid;2014-01-01;506,000;83,860
Valladolid;2015-01-01;640,000;83,230
