Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency,Province
Spain,NET_ES210A,CCAA Com. Valenciana,ES1441A,MORELLA,SP_12080007_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.067,ug/m3,98.13,3.0,Industrial,Rural,-0.0911,40.6372,1150.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES210A,CCAA Com. Valenciana,ES1185A,SAGUNT PORT,SP_46220003_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.023,ug/m3,99.43,3.0,Traffic,Urban,-0.2347,39.6672,10.0,Sagunto                                                                         ,ES547C1                                           ,67173.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,València / Valencia
Spain,NET_ES212A,CCAA Galicia,ES2140A,PARQUE DA CEGA,SP_15005015_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.934,ug/m3,99.36,3.0,Industrial,Suburban,-8.4491,43.343,100.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,A Coruña
Spain,NET_ES209A,CCAA Cataluña,ES1930A,L'AMETLLA DE MAR (DEIXALLERIA),SP_43013002_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,1.276,ug/m3,93.57,3.0,Background,Rural,0.8098,40.9027,34.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Tarragona
Spain,NET_ES203A,CCAA Asturias,ES0824A,MERIÑÁN,SP_33031029_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.915,ug/m3,98.74,3.0,Industrial,Suburban,-5.7057,43.3069,218.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Asturias / Asturies
Spain,NET_ES212A,CCAA Galicia,ES1960A,A CABANA,SP_15036004_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,1.698,ug/m3,98.62,3.0,Industrial,Suburban,-8.2522,43.4916,33.0,Ferrol                                                                          ,ES043C1                                           ,65560.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,A Coruña
Spain,NET_ES210A,CCAA Com. Valenciana,ES1619A,VALÈNCIA-VIVERS,SP_46250043_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.241,ug/m3,99.58,3.0,Background,Urban,-0.3683,39.4781,11.0,Valencia                                                                        ,ES003K1                                           ,1417464.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,València / Valencia
Spain,NET_ES204A,CCAA Islas Baleares,ES1831A,TORRENT-SANTA EULALIA,SP_07054001_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,1.851,ug/m3,98.11,3.0,Background,Rural,1.4329,38.9358,12.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Illes Balears
Spain,NET_ES205A,CCAA Islas Canarias,ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,SP_38038023_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.544,ug/m3,98.75,3.0,Industrial,Urban,-16.2633,28.458,68.0,Santa Cruz de Tenerife                                                          ,ES025K1                                           ,368105.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Santa Cruz de Tenerife
Spain,NET_ES212A,CCAA Galicia,ES0343A,RIO COBO,SP_27013002_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,1.976,ug/m3,98.88,3.0,Industrial,Suburban,-7.4319,43.6844,100.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Lugo
Spain,NET_ES201A,CCAA Andalucía,ES0785A,ROMERALEJO,SP_21041012_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,4.837,ug/m3,85.72,3.0,Industrial,Suburban,-6.9191,37.2672,31.0,Huelva                                                                          ,ES521C1                                           ,143837.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Huelva
Spain,NET_ES210A,CCAA Com. Valenciana,ES1623A,ALCOI - VERGE DELS LLIRIS,SP_03009006_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.156,ug/m3,98.14,3.0,Background,Urban,-0.4669,38.7064,534.0,Alcoy                                                                           ,ES537C1                                           ,59354.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Alacant / Alicante
Spain,NET_ES212A,CCAA Galicia,ES2049A,BUSCÁS,SP_15059004_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.234,ug/m3,99.17,3.0,Industrial,Rural,-8.3513,43.116,408.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,A Coruña
Spain,NET_ES201A,CCAA Andalucía,ES0817A,LA RANILLA,SP_41091010_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,5.089,ug/m3,94.11,3.0,Traffic,Urban,-5.9596,37.3843,29.0,Sevilla                                                                         ,ES004K1                                           ,884899.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Sevilla
Spain,NET_ES212A,CCAA Galicia,ES2084A,LALÍN,SP_36024001_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.592,ug/m3,97.67,3.0,Background,Suburban,-8.1071,42.6563,600.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Pontevedra
Spain,NET_ES212A,CCAA Galicia,ES1366A,AREEIRO,SP_36038008_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.856,ug/m3,98.86,3.0,Industrial,Rural,-8.6703,42.4047,40.0,Pontevedra                                                                      ,ES044C1                                           ,83260.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Pontevedra
Spain,NET_ES204A,CCAA Islas Baleares,ES0296A,SA POBLA,SP_07044001_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,1.92,ug/m3,97.46,3.0,Background,Rural,3.016,39.7485,7.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Illes Balears
Spain,NET_ES212A,CCAA Galicia,ES2050A,RODÍS,SP_15024005_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.876,ug/m3,99.25,3.0,Industrial,Rural,-8.545,43.1478,398.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,A Coruña
Spain,NET_ES058A,EMEP/VAG/CAMP,ES0014R,ELS TORMS,SP_25224999_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,0.929,ug/m3,98.5,3.0,Background,Rural,0.7342,41.3933,488.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Lleida
Spain,NET_ES201A,CCAA Andalucía,ES1860A,COBRE LAS CRUCES,SP_41049001_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.056,ug/m3,77.52,3.0,Industrial,Rural,-6.0362,37.555,1.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Sevilla
Spain,NET_ES202A,CCAA Aragón,ES1883A,TORRELISA,SP_22190001_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,1.949,ug/m3,95.13,3.0,Background,Rural,0.1819,42.4578,1005.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Huesca
Spain,NET_ES214A,CCAA Murcia,ES2173A,RONDA SUR,SP_30030015_1_38,SO2,Sulphur dioxide (air),P1Y,Annual mean / 1 calendar year,2024,4.055,ug/m3,80.21,3.0,Traffic,Suburban,-1.1277,37.9701,41.0,Murcia                                                                          ,ES007C1                                           ,459403.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Región de Murcia
