Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency,Province
Spain,NET_ES209A,CCAA Cataluña,ES1814A,MOLLET DEL VALLÈS (AP7 KM. 139),SP_08124009_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,28.614,ug/m3,99.32,3.0,Traffic,Suburban,2.2121,41.5492,90.0,Mollet del Vallès                                                               ,ES075C1                                           ,51600.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES208A,CCAA Castilla y León,ES1631A,ARCO DE LADRILLO II,SP_47186027_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,20.564,ug/m3,98.45,3.0,Traffic,Urban,-4.7303,41.6456,700.0,Valladolid                                                                      ,ES009C1                                           ,299265.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Valladolid
Spain,NET_ES208A,CCAA Castilla y León,ES1967A,SEGOVIA 2,SP_40194002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,11.418,ug/m3,98.34,3.0,Traffic,Urban,-4.1106,40.9556,952.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Segovia
Spain,NET_ES201A,CCAA Andalucía,ES1076A,CORTIJILLOS,SP_11008008_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,14.966,ug/m3,90.69,3.0,Industrial,Suburban,-5.4358,36.1905,26.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cádiz
Spain,NET_ES131A,Ayto Madrid,ES1938A,CASTELLANA,SP_28079048_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,22.022,ug/m3,99.03,3.0,Traffic,Urban,-3.6903,40.4397,676.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Madrid
Spain,NET_ES218A,CA Ceuta,ES2100A,PUERTO ESPAÑA,SP_51001001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,23.818,ug/m3,98.46,3.0,Background,Urban,-5.3147,35.893,1.0,Ceuta                                                                           ,ES045C1                                           ,84202.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Ceuta
Spain,NET_ES210A,CCAA Com. Valenciana,ES1543A,ZORITA,SP_12141002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.595,ug/m3,99.4,3.0,Background,Rural,-0.1694,40.735,619.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES209A,CCAA Cataluña,ES1551A,BARBERÀ DEL VALLÈS (MORAGUES - MONTSERRAT),SP_08252006_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,21.96,ug/m3,99.42,3.0,Background,Urban,2.1254,41.5127,131.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES202A,CCAA Aragón,ES1400A,BUJARALOZ,SP_50059001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,4.493,ug/m3,99.29,3.0,Background,Rural,-0.1519,41.5056,327.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Zaragoza
Spain,NET_ES201A,CCAA Andalucía,ES0890A,TORNEO,SP_41091009_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,24.116,ug/m3,96.25,3.0,Traffic,Urban,-6.0031,37.3945,17.0,Sevilla                                                                         ,ES004K1                                           ,884899.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Sevilla
Spain,NET_ES205A,CCAA Islas Canarias,ES1756A,CALETILLA,SP_38011004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,12.338,ug/m3,95.08,3.0,Industrial,Urban,-16.3619,28.3767,24.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Santa Cruz de Tenerife
Spain,NET_ES208A,CCAA Castilla y León,ES1989A,LARIO,SP_24025001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.802,ug/m3,98.98,3.0,Background,Rural,-5.0897,43.0414,1140.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,León
Spain,NET_ES209A,CCAA Cataluña,ES1225A,LLEIDA (IRURITA - PIUS XII),SP_25120001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,16.363,ug/m3,99.5,3.0,Traffic,Urban,0.6157,41.6158,170.0,Lleida                                                                          ,ES528C1                                           ,140403.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Lleida
Spain,NET_ES216A,CCAA País Vasco,ES2120A,ZUBIETA,SP_20069007_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,8.895,ug/m3,95.56,3.0,Background,Suburban,-2.0313,43.2721,25.0,San Sebastián/Donostia                                                          ,ES510C1                                           ,188240.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Gipuzkoa
Spain,NET_ES208A,CCAA Castilla y León,ES1990A,EL MAILLO,SP_37177001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.313,ug/m3,96.55,3.0,Background,Rural,-6.2239,40.5697,985.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Salamanca
Spain,NET_ES209A,CCAA Cataluña,ES1642A,VIC (ESTADI),SP_08298008_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,15.148,ug/m3,98.7,3.0,Background,Suburban,2.2386,41.9357,498.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES201A,CCAA Andalucía,ES1654A,SIERRA NORTE,SP_41088001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.944,ug/m3,94.62,3.0,Background,Rural,-5.6669,37.9943,573.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Sevilla
Spain,NET_ES205A,CCAA Islas Canarias,ES1975A,DEPÓSITO TRISTÁN-STA CRUZ DE TF,SP_38038022_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,10.435,ug/m3,97.4,3.0,Background,Urban,-16.2788,28.4582,200.0,Santa Cruz de Tenerife                                                          ,ES025K1                                           ,368105.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Santa Cruz de Tenerife
Spain,NET_ES216A,CCAA País Vasco,ES1499A,BEASAIN,SP_20019001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,14.133,ug/m3,99.19,3.0,Traffic,Suburban,-2.1914,43.0481,153.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Gipuzkoa
Spain,NET_ES131A,Ayto Madrid,ES0125A,VILLAVERDE,SP_28079017_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,28.842,ug/m3,98.82,3.0,Background,Urban,-3.705,40.3469,593.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Madrid
Spain,NET_ES203A,CCAA Asturias,ES2054A,SALINAS,SP_33004052_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,7.546,ug/m3,96.53,3.0,Background,Suburban,-5.9583,43.5705,8.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Asturias / Asturies
Spain,NET_ES131A,Ayto Madrid,ES1645A,BARAJAS - PUEBLO,SP_28079027_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,27.992,ug/m3,98.61,3.0,Background,Urban,-3.575,40.4747,631.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Madrid
Spain,NET_ES216A,CCAA País Vasco,ES1491A,MUNDAKA,SP_48068001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.865,ug/m3,96.13,3.0,Background,Rural,-2.7032,43.4059,116.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Bizkaia
Spain,NET_ES208A,CCAA Castilla y León,ES1922A,PALENCIA 3,SP_34120008_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,8.229,ug/m3,99.23,3.0,Traffic,Urban,-4.5383,42.0194,953.0,Palencia                                                                        ,ES041C1                                           ,78144.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Palencia
Spain,NET_ES216A,CCAA País Vasco,ES1434A,SERANTES,SP_48082003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,6.571,ug/m3,97.04,3.0,Background,Suburban,-3.063,43.3345,451.0,Bilbao                                                                          ,ES019K2                                           ,797590.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Bizkaia
Spain,NET_ES209A,CCAA Cataluña,ES1126A,MARTORELL (POLIESPORTIU MUNICIPAL),SP_08114006_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,20.772,ug/m3,98.72,3.0,Background,Suburban,1.9232,41.4756,75.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES206A,CCAA Cantabria,ES1037A,BARREDA,SP_39087004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,14.51,ug/m3,94.21,3.0,Traffic,Urban,-4.0428,43.3675,18.0,Torrelavega                                                                     ,ES548C1                                           ,51597.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cantabria
Spain,NET_ES210A,CCAA Com. Valenciana,ES1445A,CASTELLÓ-GRAU,SP_12040010_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,13.082,ug/m3,98.84,3.0,Industrial,Suburban,0.0106,39.9819,10.0,Castellón de la Plana/Castelló de la Plana                                      ,ES520C1                                           ,174264.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES210A,CCAA Com. Valenciana,ES1689A,CIRAT,SP_12046001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,5.655,ug/m3,87.08,3.0,Background,Rural,-0.4683,40.0542,466.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES212A,CCAA Galicia,ES0961A,CAMPELO,SP_36041001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,9.612,ug/m3,99.31,3.0,Industrial,Rural,-8.6769,42.4275,20.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Pontevedra
Spain,NET_ES213A,CCAA Madrid,ES2159A,POZUELO DE ALARCÓN,SP_28115003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,18.533,ug/m3,97.85,3.0,Traffic,Suburban,-3.8037,40.4491,690.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Comunidad de Madrid
Spain,NET_ES215A,CCAA Navarra,ES2108A,FELISA MUNARRIZ,SP_31201015_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,27.977,ug/m3,98.08,3.0,Traffic,Urban,-1.644,42.807,444.0,Pamplona/Iruña                                                                  ,ES014K1                                           ,334398.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Iruñerria / Comarca de Pamplona
Spain,NET_ES216A,CCAA País Vasco,ES2129A,ALGORTA,SP_48044006_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,11.444,ug/m3,98.34,3.0,Background,Urban,-3.0228,43.3621,35.0,Bilbao                                                                          ,ES019K2                                           ,797590.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Bizkaia
Spain,NET_ES209A,CCAA Cataluña,ES2034A,JUNEDA (PLA DEL MOLÍ),SP_25119002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,7.61,ug/m3,99.39,3.0,Background,Rural,0.8299,41.5441,255.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Lleida
Spain,NET_ES209A,CCAA Cataluña,ES1851A,BERGA (POLIESPORTIU),SP_08022006_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,10.712,ug/m3,99.29,3.0,Background,Suburban,1.8482,42.0979,661.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES209A,CCAA Cataluña,ES0971A,SANT ANDREU DE LA BARCA (CEIP JOSEP PLA),SP_08196001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,27.229,ug/m3,95.09,3.0,Traffic,Urban,1.9749,41.4508,40.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES201A,CCAA Andalucía,ES1781A,JEREZ-CHAPMN,SP_11020004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,10.168,ug/m3,96.81,3.0,Background,Urban,-6.1172,36.6885,62.0,Jerez de la Frontera                                                            ,ES508C1                                           ,213105.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cádiz
Spain,NET_ES210A,CCAA Com. Valenciana,ES1617A,ALZIRA,SP_46017002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,5.695,ug/m3,95.08,3.0,Background,Suburban,-0.4578,39.15,60.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,València / Valencia
Spain,NET_ES201A,CCAA Andalucía,ES1785A,BENAHADUX,SP_04024001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,9.214,ug/m3,98.03,3.0,Industrial,Urban,-2.4632,36.9231,148.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Almería
Spain,NET_ES207A,CCAA Cast. la Mancha,ES2136A,TALAVERA DE LA REINA - PÍO XII,SP_45165004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,21.296,ug/m3,87.53,3.0,Traffic,Urban,-4.8257,39.9638,380.0,Talavera de la Reina                                                            ,ES040C1                                           ,83663.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Toledo
Spain,NET_ES201A,CCAA Andalucía,ES0893A,GUADARRANQUE,SP_11033007_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,15.959,ug/m3,96.84,3.0,Industrial,Urban,-5.4114,36.1821,2.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cádiz
Spain,NET_ES210A,CCAA Com. Valenciana,ES1688A,BURRIANA,SP_12032001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,13.527,ug/m3,76.95,3.0,Industrial,Rural,-0.065,39.8922,37.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES201A,CCAA Andalucía,ES1822A,PRADO REY,SP_11026001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.06,ug/m3,91.15,3.0,Industrial,Rural,-5.5316,36.7945,390.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cádiz
Spain,NET_ES205A,CCAA Islas Canarias,ES1866A,PARQUE DE LA PIEDRA,SP_35017002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,8.407,ug/m3,82.17,3.0,Industrial,Urban,-13.8537,28.5028,15.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Las Palmas
Spain,NET_ES209A,CCAA Cataluña,ES1817A,SANTA PERPÈTUA DE MOGODA (ONZE DE SETEMBRE),SP_08260010_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,25.023,ug/m3,89.41,3.0,Traffic,Suburban,2.1838,41.5267,84.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES213A,CCAA Madrid,ES1568A,MÓSTOLES,SP_28092005_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,20.676,ug/m3,94.06,3.0,Background,Suburban,-3.8768,40.3242,650.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Móstoles
Spain,NET_ES216A,CCAA País Vasco,ES1489A,VALDEREJO,SP_01055001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,2.647,ug/m3,92.83,3.0,Background,Rural,-3.2317,42.8752,911.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Araba/Álava
Spain,NET_ES201A,CCAA Andalucía,ES1973A,CIUDAD DEPORTIVA,SP_18021001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,12.36,ug/m3,94.1,3.0,Background,Suburban,-3.6193,37.1356,684.0,Granada                                                                         ,ES501K1                                           ,404809.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Granada
Spain,NET_ES208A,CCAA Castilla y León,ES1618A,SALAMANCA 5,SP_37274010_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,8.477,ug/m3,99.35,3.0,Traffic,Urban,-5.6653,40.9792,797.0,Salamanca                                                                       ,ES516C1                                           ,144825.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Salamanca
Spain,NET_ES210A,CCAA Com. Valenciana,ES1437A,CORATXAR,SP_12093004_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.922,ug/m3,94.34,3.0,Industrial,Rural,0.0847,40.6917,1200.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES209A,CCAA Cataluña,ES1856A,BARCELONA (PARC DE LA VALL D'HEBRON),SP_08019054_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,19.677,ug/m3,96.39,3.0,Background,Urban,2.148,41.4261,136.0,Barcelona                                                                       ,ES002K2                                           ,3755512.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Barcelona
Spain,NET_ES201A,CCAA Andalucía,ES1620A,CARTUJA,SP_11020003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,7.053,ug/m3,96.25,3.0,Industrial,Suburban,-6.1145,36.6609,49.0,Jerez de la Frontera                                                            ,ES508C1                                           ,213105.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cádiz
Spain,NET_ES216A,CCAA País Vasco,ES2119A,LASARTE-ORIA,SP_20902001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,14.463,ug/m3,92.59,3.0,Background,Urban,-2.0191,43.2687,36.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Gipuzkoa
Spain,NET_ES213A,CCAA Madrid,ES1802A,EL ATAZAR,SP_28016001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,3.111,ug/m3,98.05,3.0,Background,Rural,-3.4679,40.909,995.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Comunidad de Madrid
Spain,NET_ES201A,CCAA Andalucía,ES1786A,EL BOTICARIO,SP_04013005_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,7.417,ug/m3,94.72,3.0,Background,Suburban,-2.3905,36.865,55.0,Almería                                                                         ,ES514C1                                           ,201322.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Almería
Spain,NET_ES131A,Ayto Madrid,ES0118A,ESCUELAS AGUIRRE,SP_28079008_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,27.636,ug/m3,98.49,3.0,Traffic,Urban,-3.6822,40.4217,672.0,Madrid                                                                          ,ES001K1                                           ,5098717.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Madrid
Spain,NET_ES203A,CCAA Asturias,ES2069A,SANTA BÁRBARA,SP_33024032_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,12.271,ug/m3,99.0,3.0,Background,Suburban,-5.6895,43.5229,40.0,Gijón                                                                           ,ES023C1                                           ,271717.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Asturias / Asturies
Spain,NET_ES205A,CCAA Islas Canarias,ES1772A,BARRANCO HONDO,SP_38011006_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,4.549,ug/m3,95.04,3.0,Industrial,Suburban,-16.3581,28.3934,396.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Santa Cruz de Tenerife
Spain,NET_ES205A,CCAA Islas Canarias,ES2025A,EL CHARCO-PTO DEL ROSARIO,SP_35017005_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,8.295,ug/m3,93.88,3.0,Industrial,Urban,-13.849,28.5062,15.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Las Palmas
Spain,NET_ES207A,CCAA Cast. la Mancha,ES1857A,CIUDAD REAL,SP_13034002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,7.017,ug/m3,95.64,3.0,Background,Suburban,-3.9378,38.9939,635.0,Ciudad Real                                                                     ,ES053C1                                           ,75504.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Ciudad Real
Spain,NET_ES214A,CCAA Murcia,ES1569A,LORCA,SP_30024002_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,9.489,ug/m3,98.94,3.0,Industrial,Suburban,-1.7028,37.6878,340.0,Lorca                                                                           ,ES545C1                                           ,95515.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Región de Murcia
Spain,NET_ES203A,CCAA Asturias,ES1424A,PLAZA DE LA GUITARRA,SP_33004049_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,10.222,ug/m3,99.0,3.0,Traffic,Urban,-5.9275,43.5589,12.0,Avilés                                                                          ,ES039C1                                           ,77791.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Asturias / Asturies
Spain,NET_ES210A,CCAA Com. Valenciana,ES1884A,SAGUNT CEA,SP_46220010_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,5.653,ug/m3,96.62,3.0,Industrial,Suburban,-0.2658,39.6342,3.0,Sagunto                                                                         ,ES547C1                                           ,67173.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,València / Valencia
Spain,NET_ES212A,CCAA Galicia,ES1798A,LA GRELA,SP_15030021_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,20.215,ug/m3,98.76,3.0,Industrial,Urban,-8.4249,43.3542,65.0,A Coruña                                                                        ,ES026C1                                           ,247604.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,A Coruña
Spain,NET_ES212A,CCAA Galicia,ES2014A,LAZA,SP_32039001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,1.108,ug/m3,99.11,3.0,Background,Rural,-7.4089,42.0616,760.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Ourense
Spain,NET_ES203A,CCAA Asturias,ES1572A,PURIFICACIÓN TOMÁS,SP_33044032_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,7.677,ug/m3,99.01,3.0,Background,Urban,-5.8728,43.3727,276.0,Oviedo                                                                          ,ES013C1                                           ,219910.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Asturias / Asturies
Spain,NET_ES210A,CCAA Com. Valenciana,ES1685A,ALCORA,SP_12005005_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,9.472,ug/m3,83.95,3.0,Industrial,Urban,-0.1897,40.0519,160.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES217A,CCAA La Rioja,ES1746A,GALILEA,SP_26066001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,4.153,ug/m3,97.61,3.0,Industrial,Rural,-2.232,42.341,570.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,La Rioja
Spain,NET_ES201A,CCAA Andalucía,ES0556A,CAMPAMENTO,SP_11033005_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,17.541,ug/m3,95.9,3.0,Industrial,Suburban,-5.377,36.1794,9.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cádiz
Spain,NET_ES210A,CCAA Com. Valenciana,ES1687A,BENICASSIM,SP_12028001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,15.749,ug/m3,90.66,3.0,Industrial,Suburban,0.0728,40.0622,50.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Castelló / Castellón
Spain,NET_ES212A,CCAA Galicia,ES2131A,EST-OU,SP_27057001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,5.828,ug/m3,99.1,3.0,Industrial,Suburban,-7.4456,42.7172,596.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Lugo
Spain,NET_ES201A,CCAA Andalucía,ES1516A,RIO SAN PEDRO,SP_11028001_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,9.731,ug/m3,98.28,3.0,Background,Urban,-6.2252,36.5228,1.0,,,,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Cádiz
Spain,NET_ES209A,CCAA Cataluña,ES1999A,GIRONA (ESCOLA DE MÚSICA),SP_17079003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,19.522,ug/m3,98.84,3.0,Traffic,Urban,2.8166,41.9764,73.0,Girona                                                                          ,ES033C1                                           ,103369.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Girona
Spain,NET_ES210A,CCAA Com. Valenciana,ES1914A,ELDA-LACY,SP_03066003_8_8,NO2,Nitrogen dioxide (air),P1Y,Annual mean / 1 calendar year,2024,6.968,ug/m3,98.9,3.0,Background,Suburban,-0.8033,38.4547,355.0,Elda                                                                            ,ES073K1                                           ,87054.0,E2a/UTD AQ e-Reporting,26/04/2025 20:19:50,,,Alacant / Alicante
