Causa de muerte;Sexo;Provincias;Periodo;Total
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2013;892
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2012;1.059
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2011;922
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2010;842
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2009;863
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2008;847
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2007;938
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2006;867
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2005;1.013
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2004;868
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2003;877
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2002;840
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2001;772
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;2000;801
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1999;887
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1998;899
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1997;757
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1996;741
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1995;860
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1994;743
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1993;821
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1992;653
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1991;754
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1990;771
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1989;732
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1988;691
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1987;613
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1986;668
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1985;694
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1984;576
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1983;672
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1982;591
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1981;685
062-067  X.Enfermedades del sistema respiratorio;Total;14 C�rdoba;1980;669
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2023;1.456
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2022;1.455
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2021;1.254
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2020;1.236
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2019;1.408
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2018;1.660
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2017;1.516
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2016;1.330
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2015;1.593
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2014;1.287
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2013;1.291
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2012;1.367
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2011;1.264
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2010;1.477
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2009;1.458
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2008;1.510
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2007;1.518
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2006;1.390
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2005;1.420
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2004;1.309
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2003;1.514
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2002;1.296
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2001;1.249
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;2000;1.409
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1999;1.466
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1998;1.223
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1997;1.244
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1996;1.242
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1995;1.192
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1994;1.113
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1993;1.051
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1992;1.047
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1991;1.048
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1990;1.083
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1989;967
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1988;931
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1987;766
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1986;958
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1985;1.006
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1984;885
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1983;913
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1982;930
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1981;877
062-067  X.Enfermedades del sistema respiratorio;Total;15 Coru�a, A;1980;885
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2023;280
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2022;286
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2021;248
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2020;357
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2019;339
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2018;327
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2017;376
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2016;330
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2015;368
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2014;328
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2013;277
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2012;350
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2011;303
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2010;268
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2009;315
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2008;346
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2007;297
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2006;291
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2005;312
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2004;290
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2003;295
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2002;281
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2001;264
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;2000;248
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1999;264
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1998;231
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1997;211
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1996;260
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1995;262
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1994;239
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1993;248
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1992;259
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1991;229
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1990;215
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1989;183
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1988;183
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1987;174
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1986;154
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1985;218
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1984;193
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1983;187
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1982;163
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1981;213
062-067  X.Enfermedades del sistema respiratorio;Total;16 Cuenca;1980;205
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2023;523
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2022;459
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2021;433
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2020;464
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2019;644
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2018;714
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2017;734
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2016;663
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2015;677
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2014;665
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2013;601
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2012;611
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2011;574
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2010;567
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2009;618
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2008;633
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2007;676
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2006;600
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2005;719
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2004;629
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2003;733
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2002;635
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2001;547
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;2000;672
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1999;699
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1998;703
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1997;525
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1996;573
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1995;539
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1994;474
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1993;529
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1992;471
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1991;459
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1990;507
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1989;499
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1988;468
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1987;429
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1986;509
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1985;567
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1984;453
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1983;591
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1982;442
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1981;454
062-067  X.Enfermedades del sistema respiratorio;Total;20 Gipuzkoa;1980;465
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2023;647
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2022;571
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2021;441
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2020;527
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2019;629
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2018;759
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2017;639
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2016;583
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2015;643
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2014;525
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2013;546
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2012;627
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2011;554
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2010;510
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2009;585
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2008;534
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2007;588
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2006;472
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2005;599
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2004;487
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2003;542
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2002;512
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2001;470
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;2000;468
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1999;532
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1998;486
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1997;476
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1996;454
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1995;433
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1994;386
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1993;433
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1992;417
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1991;388
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1990;405
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1989;344
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1988;320
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1987;316
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1986;321
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1985;313
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1984;340
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1983;291
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1982;288
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1981;422
062-067  X.Enfermedades del sistema respiratorio;Total;17 Girona;1980;353
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2023;885
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2022;725
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2021;636
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2020;743
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2019;883
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2018;1.036
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2017;932
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2016;906
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2015;1.055
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2014;820
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2013;817
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2012;917
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2011;821
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2010;724
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2009;757
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2008;826
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2007;875
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2006;691
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2005;871
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2004;740
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2003;748
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2002;798
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2001;693
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;2000;748
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1999;851
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1998;821
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1997;734
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1996;728
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1995;723
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1994;713
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1993;730
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1992;651
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1991;683
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1990;712
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1989;780
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1988;756
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1987;694
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1986;689
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1985;672
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1984;631
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1983;676
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1982;606
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1981;682
062-067  X.Enfermedades del sistema respiratorio;Total;18 Granada;1980;667
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2023;285
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2022;240
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2021;186
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2020;279
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2019;217
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2018;249
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2017;271
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2016;266
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2015;268
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2014;221
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2013;226
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2012;253
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2011;183
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2010;189
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2009;205
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2008;248
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2007;232
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2006;221
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2005;261
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2004;212
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2003;203
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2002;181
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2001;210
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;2000;178
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1999;213
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1998;209
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1997;161
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1996;167
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1995;158
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1994;166
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1993;158
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1992;155
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1991;127
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1990;178
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1989;129
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1988;116
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1987;138
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1986;139
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1985;150
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1984;102
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1983;135
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1982;110
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1981;101
062-067  X.Enfermedades del sistema respiratorio;Total;19 Guadalajara;1980;115
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2023;428
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2022;352
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2021;321
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2020;387
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2019;415
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2018;437
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2017;442
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2016;390
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2015;466
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2014;388
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2013;424
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2012;510
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2011;422
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2010;367
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2009;430
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2008;412
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2007;484
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2006;414
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2005;474
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2004;421
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2003;466
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2002;418
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2001;418
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;2000;460
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1999;502
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1998;501
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1997;420
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1996;409
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1995;367
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1994;370
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1993;342
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1992;304
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1991;329
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1990;380
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1989;381
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1988;370
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1987;317
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1986;386
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1985;364
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1984;297
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1983;366
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1982;355
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1981;301
062-067  X.Enfermedades del sistema respiratorio;Total;21 Huelva;1980;316
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2023;173
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2022;194
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2021;156
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2020;248
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2019;216
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2018;281
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2017;301
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2016;234
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2015;259
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2014;247
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2013;212
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2012;268
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2011;257
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2010;219
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2009;262
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2008;227
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2007;248
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2006;215
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2005;290
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2004;252
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2003;262
062-067  X.Enfermedades del sistema respiratorio;Total;22 Huesca;2002;252
