Causa de muerte;Sexo;Provincias;Periodo;Total
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2022;1.596
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2021;1.252
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2020;1.413
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2019;1.619
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2018;1.762
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2017;1.680
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2016;1.509
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2015;1.720
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2014;1.320
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2013;1.278
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2012;1.535
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2011;1.398
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2010;1.212
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2009;1.344
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2008;1.434
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2007;1.323
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2006;1.176
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2005;1.408
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2004;1.081
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2003;1.197
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2002;1.280
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2001;1.185
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2000;1.333
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1999;1.539
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1998;1.427
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1997;1.238
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1996;1.232
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1995;1.330
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1994;1.229
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1993;1.215
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1992;1.174
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1991;1.250
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1990;1.379
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1989;1.301
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1988;1.366
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1987;1.221
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1986;1.217
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1985;1.151
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1984;1.028
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1983;1.097
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1982;1.163
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1981;1.101
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;1980;1.004
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2023;124
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2022;90
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2021;84
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2020;117
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2019;126
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2018;144
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2017;149
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2016;147
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2015;146
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2014;122
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2013;122
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2012;135
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2011;121
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2010;119
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2009;130
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2008;137
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2007;120
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2006;111
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2005;140
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2004;131
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2003;104
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2002;125
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2001;80
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;2000;133
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1999;140
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1998;133
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1997;119
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1996;112
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1995;124
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1994;108
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1993;100
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1992;95
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1991;111
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1990;101
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1989;104
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1988;141
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1987;99
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1986;99
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1985;100
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1984;82
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1983;92
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1982;80
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1981;99
062-067  X.Enfermedades del sistema respiratorio;Total;42 Soria;1980;88
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2023;771
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2022;695
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2021;562
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2020;655
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2019;757
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2018;923
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2017;808
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2016;758
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2015;794
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2014;690
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2013;625
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2012;729
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2011;718
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2010;622
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2009;687
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2008;688
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2007;696
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2006;549
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2005;699
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2004;580
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2003;611
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2002;592
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2001;559
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;2000;630
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1999;714
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1998;577
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1997;567
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1996;514
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1995;521
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1994;492
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1993;484
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1992;427
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1991;443
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1990;509
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1989;459
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1988;370
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1987;439
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1986;403
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1985;432
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1984;335
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1983;377
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1982;394
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1981;509
062-067  X.Enfermedades del sistema respiratorio;Total;43 Tarragona;1980;457
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2023;153
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2022;191
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2021;126
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2020;187
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2019;190
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2018;201
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2017;202
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2016;192
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2015;206
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2014;195
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2013;176
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2012;185
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2011;179
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2010;190
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2009;160
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2008;170
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2007;185
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2006;156
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2005;203
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2004;200
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2003;249
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2002;222
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2001;188
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;2000;220
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1999;196
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1998;215
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1997;218
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1996;215
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1995;170
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1994;188
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1993;190
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1992;187
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1991;199
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1990;162
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1989;154
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1988;157
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1987;168
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1986;196
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1985;200
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1984;202
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1983;195
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1982;164
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1981;192
062-067  X.Enfermedades del sistema respiratorio;Total;44 Teruel;1980;201
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2023;798
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2022;666
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2021;616
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2020;739
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2019;791
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2018;911
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2017;995
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2016;877
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2015;859
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2014;678
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2013;666
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2012;819
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2011;714
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2010;680
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2009;733
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2008;709
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2007;753
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2006;697
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2005;786
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2004;582
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2003;659
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2002;640
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2001;582
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;2000;568
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1999;684
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1998;559
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1997;473
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1996;517
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1995;531
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1994;464
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1993;511
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1992;461
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1991;434
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1990;496
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1989;448
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1988;385
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1987;390
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1986;395
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1985;442
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1984;406
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1983;443
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1982;376
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1981;428
062-067  X.Enfermedades del sistema respiratorio;Total;45 Toledo;1980;409
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2023;2.428
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2022;2.309
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2021;1.768
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2020;2.101
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2019;2.399
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2018;2.840
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2017;2.642
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2016;2.255
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2015;2.675
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2014;2.302
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2013;2.151
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2012;2.470
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2011;2.326
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2010;2.144
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2009;2.387
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2008;2.336
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2007;2.418
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2006;2.187
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2005;2.555
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2004;2.067
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2003;2.400
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2002;2.530
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2001;2.100
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;2000;2.187
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1999;2.711
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1998;2.238
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1997;2.105
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1996;2.006
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1995;1.756
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1994;1.781
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1993;1.776
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1992;1.656
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1991;1.720
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1990;1.674
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1989;1.645
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1988;1.653
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1987;1.476
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1986;1.711
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1985;1.820
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1984;1.495
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1983;1.684
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1982;1.453
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1981;1.746
062-067  X.Enfermedades del sistema respiratorio;Total;46 Valencia/Val�ncia;1980;1.546
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2023;580
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2022;484
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2021;359
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2020;498
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2019;501
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2018;602
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2017;586
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2016;510
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2015;640
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2014;506
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2013;471
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2012;555
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2011;481
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2010;494
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2009;518
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2008;498
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2007;471
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2006;413
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2005;526
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2004;417
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2003;456
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2002;437
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2001;381
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;2000;449
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1999;479
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1998;413
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1997;407
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1996;370
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1995;342
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1994;315
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1993;372
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1992;323
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1991;360
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1990;361
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1989;322
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1988;289
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1987;328
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1986;289
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1985;280
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1984;266
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1983;269
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1982;251
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1981;283
062-067  X.Enfermedades del sistema respiratorio;Total;47 Valladolid;1980;290
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2023;278
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2022;256
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2021;182
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2020;277
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2019;322
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2018;314
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2017;358
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2016;382
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2015;367
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2014;315
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2013;316
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2012;325
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2011;275
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2010;248
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2009;275
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2008;293
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2007;289
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2006;244
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2005;347
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2004;259
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2003;282
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2002;265
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2001;229
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;2000;277
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1999;352
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1998;272
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1997;247
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1996;270
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1995;253
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1994;217
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1993;224
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1992;275
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1991;232
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1990;258
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1989;251
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1988;219
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1987;177
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1986;208
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1985;247
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1984;192
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1983;234
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1982;228
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1981;280
062-067  X.Enfermedades del sistema respiratorio;Total;49 Zamora;1980;199
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2023;730
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2022;894
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2021;767
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2020;984
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2019;1.008
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2018;1.131
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2017;1.138
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2016;951
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2015;1.099
062-067  X.Enfermedades del sistema respiratorio;Total;50 Zaragoza;2014;937
